FemaleFrequency,MaleFrequency
2,13
1,8
2,8
0,46
0,9
3,33
1,6
1,15
4,9
0,6
7,34
3,24
20,171
9,44
10,44
0,7
119,995
8,13
49,318
386,2108
0,6
4,8
0,10
0,6
2,11
32,96
1,29
0,20
0,7
0,6
6,19
2,11
47,168
7,33
53,170
50,144
304,998
0,7
6,22
3,26
133,423
2,75
0,50
25,136
3,7
278,1198
2,19
1,14
0,9
0,22
38,151
3,14
10,47
14,9
0,6
55,246
0,23
13954,58688
3,25
0,18
65,374
7,16
0,36
5,8
0,19
24,65
27,173
0,6
6,9
3,26
216,704
2,8
0,6
0,29
0,11
0,6
293,699
347,1414
0,6
0,6
0,6
2,27
12,75
0,15
0,8
42,106
349,1201
1,9
0,13
1,6
13,158
21,47
6,6
3,9
4,24
6,23
127,1022
0,16
2,7
20,82
4,8
0,34
6,29
182,797
0,8
14,47
254,884
0,9
5,61
0,9
9,63
44,220
3,7
7,32
1,25
2,10
11,13
46,178
0,14
61,244
6,18
9,40
60,260
0,14
0,7
35,82
60,184
0,18
9,47
6,91
1,8
82,377
0,17
60,76
75,292
6,30
14,44
85,445
0,38
24,140
11,13
229,611
0,22
0,6
8,6
31,214
0,16
2,33
2,16
300,425
7,16
3,9
282,1266
5,27
66,275
4,28
375,1842
0,8
0,10
0,6
0,6
80,490
37,107
19,8
2,10
3,12
12,21
74,436
0,7
4,36
87,448
0,8
247,1059
9,41
0,12
5,6
16,102
0,6
0,12
26,38
17,85
0,9
2,26
5,36
5,6
188,877
0,16
38,369
27,108
22,108
114,420
0,6
30,44
24,96
0,10
33,91
146,942
3,16
110,352
3,9
0,7
749,3167
25,59
268,1293
585,3677
0,6
0,7
0,10
0,9
234,1051
0,50
0,10
2,8
2,57
130,266
2,8
2,19
0,6
0,6
26,87
3,23
0,37
3,12
0,8
0,8
0,7
2,19
0,6
0,11
0,6
329,1786
0,8
3,10
37,158
302,1094
109,361
35,51
3,9
14,10
46,94
1,23
13,30
21,164
2,44
8,92
3,10
2,11
5,18
4,26
4,8
277,1264
16,52
135,550
0,9
672,2754
8,88
4,6
44,153
8,22
27,161
2,38
0,24
8,36
7,39
10,14
1223,5086
3,17
6,28
2,12
12,90
0,10
15,73
0,6
0,9
1,6
95,650
0,6
51,138
115,651
11,13
7,6
4,15
0,16
0,6
22,79
0,34
6,22
2,18
5,33
0,35
3,10
2,45
0,16
66,58
0,11
9,21
2,7
3,9
0,12
81,154
0,15
3,13
27,135
19,65
0,8
10,31
212,919
52,193
6,69
0,25
82,637
0,7
4,19
2,18
16,49
71,239
0,6
5,45
0,37
8,14
52,178
240,841
111,311
0,6
2,7
0,22
0,6
7,13
6,8
8,109
0,12
0,7
2,14
189,1000
14,48
14,111
0,7
0,48
81,492
45,263
0,7
7,55
1,10
0,7
0,6
12,13
0,7
4,31
12,36
0,6
2,17
17,149
2,10
24,16
17,16
60,185
69,214
1,21
2,8
40,163
14,9
26,158
6,19
4,8
45,377
35,167
0,11
5,6
159,1030
8,40
7,52
182,1496
75,200
25,141
10,6
9,41
376,1269
9,19
3,7
0,7
0,9
166,966
33,110
19,18
0,6
1815,8001
0,14
199,612
43,163
6,70
1,30
0,8
5,47
136,554
0,10
11,167
0,8
12,150
74,508
0,6
56,283
16,98
108,540
2,16
0,6
15,44
9,7
0,6
0,6
0,11
704,2932
39,41
18,33
4,64
0,13
0,9
14,36
7,13
83,314
85,625
15,36
3,19
8,15
3,6
5,13
712,3296
2,7
0,7
0,7
16,59
8,20
1,7
9,73
0,8
0,9
0,49
9,8
0,6
150,693
3,9
51,245
1058,3578
0,12
5,8
192,689
24,137
9,19
53,159
183,888
406,1232
0,6
0,6
734,2791
0,9
0,25
322,1175
76,267
9,42
0,12
0,7
140,722
0,61
0,7
41,230
1,9
6,17
251,978
0,6
14,45
61,250
3,14
4,19
17,90
1,15
2,9
25,54
0,30
0,17
0,7
2,6
436,1374
1,9
1,14
12,55
1178,7249
155,1352
0,7
9,24
3,10
9,69
29,44
7,25
29,45
368,1407
4,8
4,6
0,9
5,77
212,1077
17,80
0,6
0,22
5,13
0,8
2,8
87,198
0,12
10,79
27,205
6,19
8,36
0,20
2,12
1,17
1,7
8,137
3,28
7,26
0,29
0,6
0,11
6,7
0,6
0,19
0,10
8,16
1,12
1,45
2,9
23,41
2,8
0,8
0,9
15,40
46,242
0,33
4,35
29,37
417,1894
5,6
0,6
0,7
388,2182
49,221
0,8
0,6
0,12
0,10
75,208
6,6
2,11
0,26
66,264
79,307
6,22
1,9
915,2804
0,15
7,15
0,6
1,8
0,13
0,6
0,31
0,6
0,13
0,6
9,44
62,408
375,1865
0,6
3,6
3,14
15,27
0,12
112,306
6,77
135,668
7,73
605,2281
34,69
3,23
2,8
108,541
10,22
25,163
7,72
15,96
0,11
0,7
139,467
1,34
21,16
64,244
0,8
468,1744
0,8
7,87
2,23
0,6
29,167
7,15
60,54
20,32
0,16
4,6
6,27
87,508
0,11
6,20
25,103
0,6
7,40
51,10
5,10
0,10
144,730
14,104
4,52
0,20
0,6
2,20
3,48
12,75
18,81
0,10
0,8
29,134
5,35
1,13
8,21
8,42
1,36
4,11
460,1969
7,59
18,108
0,17
52,143
9,52
55,381
0,9
0,6
9,6
9,7
0,10
1,13
0,14
6,8
3,10
0,7
0,6
10,175
5,35
12,29
0,7
16,127
239,1257
0,10
5,9
0,6
0,12
1,6
1,9
0,6
57,422
0,10
28,152
1,21
101,91
76,476
188,228
114,142
84,293
0,42
272,1111
0,6
26,143
12,71
50,136
38,168
0,7
86,119
1,14
2,6
16,188
0,20
11,78
300,948
13,91
37,387
13,63
10,37
346,1330
12,32
0,7
0,17
1,30
0,6
2807,13210
0,9
0,6
0,7
2,6
50,136
2,8
9,24
92,338
11,41
45,97
7,79
0,24
0,6
21,26
49,79
0,8
524,2182
29,193
45,218
0,18
3,82
2,8
8,40
0,9
0,6
700,2847
0,12
11,43
229,937
0,6
0,16
0,23
21,8
8,8
48,141
22,79
150,505
0,6
58,234
27,136
2,14
5,26
790,3464
28,170
0,12
7,17
51,543
2,41
0,6
3,11
0,8
13,81
0,7
6,7
2216,8958
0,12
2,16
28,200
0,10
15,23
0,32
550,2097
7,16
5,41
0,24
1742,7300
6,30
0,17
6,6
0,11
3,15
23,167
283,922
14,90
0,6
104,321
4,19
11,37
32,128
2211,8768
34,233
5,26
0,15
97,476
6,25
23,83
0,6
5,43
0,6
0,7
9,38
0,7
0,10
0,15
22,83
17,166
86,263
2,17
222,522
127,561
27,54
0,29
14,62
0,6
108,560
21,55
0,8
2,6
138,921
2,11
2,9
20,22
44,293
6,22
41,174
0,6
9,54
40,262
0,7
0,6
8,16
18,46
26,40
4,12
0,8
0,6
8,54
4,10
190,1280
807,3107
0,17
0,13
0,12
68,560
0,8
8,20
5,13
0,12
221,1241
0,16
12,85
42,223
114,398
0,10
0,6
0,9
0,6
1,9
7,13
2,7
0,6
2,12
2,80
37,224
0,11
6,18
1,15
0,7
0,6
3,38
2,12
1,9
0,6
119,488
12,59
6,17
5,6
2,57
0,7
24,51
7,37
48,152
68,139
0,36
25,87
4,9
4,6
8,14
0,6
23,193
59,204
1,14
503,2316
1,9
116,528
131,604
2,9
65,352
3,25
0,6
10,36
0,10
0,15
25,238
1,8
2,18
97,451
203,777
16,28
0,8
10,37
29,40
4,15
15,86
0,6
8,32
2,8
5,53
0,6
0,7
12,58
650,4433
12,33
0,9
0,8
205,647
0,13
0,6
1,12
3,8
2,14
130,631
0,7
0,10
0,12
1,15
0,7
2,11
3,79
0,9
0,6
16,35
4,6
2,12
0,19
7,29
1,9
92,145
10,63
16,104
1,9
5,61
0,18
4,9
4,48
0,20
0,14
0,9
2,12
52,121
62,220
0,6
2,6
0,16
0,6
0,9
5,85
274,1213
20,41
9,60
5,15
0,10
0,9
44,275
117,396
3,65
38,154
0,20
344,1309
6,20
4,17
0,6
11,17
0,9
64,101
0,12
0,6
580,3972
6,33
48,256
3,10
0,8
19,21
0,9
0,6
63,104
25,70
0,24
34,51
92,242
52,168
46,221
5,43
1,20
0,13
0,10
0,9
21,142
4,7
25,131
2,11
1,7
3,30
0,44
0,6
11,45
3,19
32,44
0,6
202,630
7,56
25,37
4,13
21,168
0,6
27,79
29,111
0,7
274,696
107,151
4,22
26,195
7,19
1,6
8,7
195,1035
1,46
59,166
3,48
984,5617
22,112
2,10
3,23
0,9
0,9
35,421
3,14
0,9
85,371
3,7
454,2307
9,53
5,15
0,6
6,49
1,8
3,38
14,18
0,8
0,6
5,48
1,12
6,8
81,245
0,30
0,26
0,11
9,27
474,1176
0,10
0,25
4,25
8,58
28,91
3,31
4,30
599,854
2,19
25511,106592
23,294
2,6
2718,11788
7,22
164,691
130,373
10,15
54,53
8,40
18,22
0,9
0,69
187,843
7,133
0,9
1,13
625,2990
1,90
113,465
1,12
0,28
4,27
25,90
1,10
20,42
61,355
0,6
108,446
430,2126
0,16
35,150
1,7
80,274
1162,3822
8,21
288,1174
0,12
3,61
23,103
0,35
1,14
4,7
3,11
3,13
2,13
0,8
19,76
0,6
0,21
2,12
12,106
10,47
10,21
31,92
1,13
0,6
7,79
17,151
16,7
18,66
0,8
9,53
0,39
6,45
0,12
18,71
78,267
6,38
5,46
2,10
0,15
24,130
19,45
1,19
4,6
0,8
0,15
52,162
51,191
21,80
2,14
74,416
2,11
5,20
0,9
3,17
1,11
18,35
0,6
4,12
9,78
51,193
11,75
0,8
0,16
4,18
6,11
0,7
235,1671
31,28
45,158
1074,3812
0,12
0,9
2,23
6,6
10,150
1,11
17,21
136,448
1,33
6,24
0,10
16,31
13,115
2,21
0,8
6,20
0,46
14,34
2,14
33370,151510
0,14
2,27
1405,6078
359,2072
1,7
2,25
314,2749
0,18
107,307
0,26
0,25
0,6
795,2936
8,58
3,19
0,16
17,25
10,7
0,6
7,6
0,6
0,6
4,8
2,12
6,13
59,179
0,6
0,8
0,10
2,9
0,9
6,17
304,1693
59,132
0,8
0,23
12,13
4,44
0,16
115,507
5,11
10,29
114,496
0,6
1,33
15,61
115,587
0,6
2,80
0,7
0,31
2,22
15,28
1388,6534
4,41
27,144
53,111
30,83
4,38
6,43
4,7
0,20
0,7
6,58
2,32
0,8
0,6
0,6
49,217
0,6
0,7
2,13
55,82
116,507
3,14
376,1460
0,11
44,364
2,7
355,565
0,6
45,102
1,20
0,7
8,43
3,29
402,2256
2,18
0,6
9,19
22,31
26,114
2,15
8,20
0,18
0,9
21,61
0,9
14,83
36,38
28,226
0,11
1,55
56,214
0,9
16,95
0,8
0,6
23,195
0,6
0,7
11,33
36,268
0,8
39,195
61,165
1,7
0,6
3,28
2,10
0,13
3,27
100,439
0,6
0,15
79,271
0,8
9,64
4,7
0,6
18,7
5,61
2,10
0,6
2,26
3,25
0,10
29,215
0,8
68,161
2,19
641,2823
3,41
3,17
0,8
0,15
0,29
8,29
0,8
98,180
3,21
19,84
4,16
15,65
9,74
0,6
6,15
1,14
0,8
264,1009
92,411
3,15
1,23
0,10
11,10
0,9
13,10
19,179
13,182
1,14
20,125
19,92
6,26
4,8
0,8
0,10
1,9
70,355
2,6
5,20
37,279
8,14
1,8
17,120
500,1028
36,269
4,53
0,6
3,24
81,103
3,8
0,6
0,8
0,7
20,26
3,7
31,83
0,21
52,205
66,248
11,62
12,17
11,91
3,61
6,11
1,80
607,1992
21,52
0,8
8,26
0,45
1,10
1,6
0,7
0,6
0,14
38,51
2,12
0,9
34,45
2,14
36,8
50,79
18,51
0,9
138,526
9,13
17,50
201,750
3,29
3,44
17,118
134,383
7,18
5,104
547,2255
14,49
29,117
0,15
2,13
51,355
46,197
0,12
26,124
1,6
6,49
1107,1488
0,8
5,36
9,96
0,99
1,87
0,8
8,18
8,21
0,9
12,38
0,7
2,8
192,906
0,6
0,6
0,16
0,7
30,117
0,7
1,17
83,153
21,71
13,83
85,414
12,149
92,276
4,24
18,132
0,6
1,7
0,8
0,10
5,36
18,54
5,17
51,177
801,4634
1,9
233,1419
81,609
248,761
1,10
445,2163
0,18
0,28
74,464
11,91
14,69
3,9
2,12
2,9
4,15
204,656
3,21
5,19
1511,5447
9,12
4,7
10,57
0,7
0,6
6,8
12,50
0,6
0,6
0,8
1,17
10,12
0,21
38,143
383,1675
4,9
0,6
0,6
67,240
9,53
10,22
0,12
12,43
0,25
94,611
15,90
0,6
13,85
0,12
1,14
1,27
23,100
6,12
11,44
1907,8067
285,1639
0,10
0,20
10,44
86,371
36,171
0,7
5,6
0,37
26,114
2,14
114,803
25,55
2,10
2,26
4,11
15,113
0,13
15,28
1,6
34,213
6,7
0,8
0,9
16,68
1,7
3,28
0,12
37,82
0,6
5,57
0,11
0,10
5,111
20,102
3,14
0,12
0,30
3,41
10,105
0,15
2,19
0,44
3,33
0,12
0,10
0,18
6,17
10,43
82,741
24,54
0,23
88,514
0,17
177,595
156,682
0,11
3,10
1,11
24,12
0,6
0,9
20,109
6,12
81,508
299,1487
8,35
9,62
0,6
455,2448
0,10
1142,3155
0,6
498,2150
19,132
37,154
5,13
0,6
2,7
18,24
24,98
6,45
0,6
7,23
0,15
0,18
0,6
86,260
35,171
7,13
0,14
56,158
4,23
150,328
62,373
0,6
0,6
0,6
3,23
0,9
141,707
0,7
5,7
0,31
2,13
0,6
3,10
81,736
5,31
0,7
369,2250
43,183
1300,5448
29,9
2,48
405,1037
0,8
3,11
0,8
9,217
662,3057
0,19
1,10
1,20
0,6
56,329
26,10
4,6
0,7
106,539
0,23
139,461
4,25
325,1689
0,14
68,381
155,860
123,498
0,6
3,14
0,6
7,6
10,32
0,6
9,23
38,39
0,18
21,107
6,47
69,335
6,12
5,9
23,156
81,250
178,1375
2,10
8,19
0,6
6,7
0,23
32,80
7,32
27,123
0,9
193,664
0,7
13,130
0,8
2,9
0,9
0,10
0,8
0,8
9,11
0,8
1171,8491
26,138
38,89
0,6
0,6
33,256
275,1103
0,7
384,2145
53,126
13,24
2,10
5,11
3,18
5,53
0,29
69,390
0,6
23,45
0,18
0,13
0,8
25,16
26,71
21,86
40,29
0,14
5,7
0,6
21,21
45,205
32,129
44,415
9,28
0,50
0,12
78,270
5,14
17,92
10,22
0,6
1,41
0,9
5,10
5,40
4,80
0,8
24,61
56,106
3,9
0,8
0,12
34,54
3,19
2,25
252,911
0,12
9,70
7,12
10,67
7,17
6,7
2,14
2,6
0,6
0,6
1,6
16,14
12,17
8,56
2,18
2,12
9,13
132,402
0,24
15,17
7,24
0,7
0,16
0,6
70,316
8,60
253,1151
0,6
7,17
0,18
112,691
9,17
103,411
444,1818
4,7
12,6
39,180
616,3098
85,426
5,12
10,35
0,8
8,27
72,148
3,64
6,11
0,16
1,20
1,54
16,224
15,27
1,14
3,38
3,7
2216,9953
12,192
147,537
9,15
0,13
147,650
0,10
0,6
0,19
2,46
0,8
29,44
5,82
11,25
1,11
0,6
1,6
5,10
8,14
11,14
2,7
3,20
5,8
0,35
14,34
261,999
0,10
84,376
1,10
3,8
20,122
5,6
3,7
2,9
0,11
1,6
142,292
2,16
0,14
0,6
1,16
5,55
1,11
0,6
0,13
44,173
2,6
11,109
382,370
2,48
0,9
1,58
1,34
21,20
17,141
194,1009
26,41
119,446
4,6
683,3100
1,10
3,17
13,108
0,7
7,34
1,11
1,11
459,1698
21,288
5717,25667
2,11
8,22
0,6
13,161
12,17
0,17
0,8
5,12
0,10
0,6
0,7
7,44
1,9
23,90
239,708
0,11
477,2031
61,78
83,514
3,11
3,17
0,26
5,12
25,174
17,119
22,49
7,47
0,12
7,6
17,139
50,96
1,26
2,15
0,8
0,6
11,13
43,182
4,14
0,21
0,6
0,12
0,7
2,6
7,49
0,14
0,8
3,10
1,10
0,9
0,12
106,168
2,7
2,30
8,21
0,15
2,30
2,15
2,9
0,6
23,6
5,11
56,252
10,75
8,112
0,28
0,8
5,7
0,6
0,6
5,19
0,24
4,15
18,51
0,7
5,13
17,82
84,463
51,181
42,236
1,20
673,1274
0,6
0,6
0,31
0,8
2,6
12,6
10,17
11,9
12,60
3,162
16,48
1,14
0,6
151,385
0,7
1,13
0,9
5,17
19,44
0,8
11,28
42,125
25,65
99,575
13,18
51,113
26,38
436,1449
4,65
2,12
20,72
6,97
0,6
3,53
4,9
18,57
0,10
2,16
1,25
0,15
0,6
32,149
10,58
3,43
409,1896
209,674
0,14
97,476
0,24
0,9
0,12
0,6
34,57
38,70
116,305
8,38
20,61
0,10
2,14
6,42
0,14
900,3443
6,25
0,21
1,6
0,7
534,2005
140,389
28,165
3,8
9,62
1,11
30,77
0,6
33,185
6,59
2,14
11,65
0,6
6,50
4,21
33,174
2,35
22,31
2,15
16,28
22,111
2,11
0,7
0,14
84,437
9,111
75,372
0,18
4,11
100,569
3,26
0,10
334,1566
10,34
9,14
0,22
12,218
34,178
0,13
4,53
0,6
5,9
0,7
6,11
1346,5712
364,1479
35,52
302,516
7,6
0,10
0,10
110,485
4,20
47,107
2,20
20,50
3,7
16,12
0,18
0,6
183,899
4,7
0,7
120,505
440,1770
0,6
9,20
0,8
119,754
33,135
18,116
26,152
4,14
2,13
16,58
1,29
2,14
0,8
0,9
23,83
2,18
2,6
0,6
0,6
1387,5050
0,6
0,6
122,608
5,39
929,3368
57,187
0,7
6,26
1,6
3,31
5,7
3,36
22,46
1,11
61,202
1,7
0,9
106,746
213,866
0,7
0,6
0,37
811,3841
13,83
3,51
0,7
0,6
500,2512
0,33
0,9
0,6
48,159
1,9
44,118
15,41
37,47
28,258
0,8
0,6
108,362
0,11
0,12
2,7
18,29
12,9
2,12
0,10
0,6
115,345
22,45
11,48
1,10
4,6
6,25
3,11
1,8
10,40
1,24
0,6
0,14
4,25
1,9
0,18
25,85
46,193
44,240
32,73
105,418
0,6
0,7
10,39
12,11
8,20
4,22
0,32
0,6
2448,9904
0,9
2,31
0,6
47,174
17,38
40,176
0,10
303,1305
35,195
0,6
29,85
4931,17966
12,63
0,6
6,35
12,59
0,8
2,14
6,35
0,6
1,29
107,151
6,48
657,3083
3,7
95,194
266,1074
67,369
53,99
14,10
4,14
15,72
9,16
0,7
3,18
12,34
0,8
65,283
8,41
1,6
0,14
8,33
0,7
2,25
0,7
0,7
0,28
0,10
0,11
1,14
4,35
58,228
12,24
3,31
30,548
57,118
6,23
119,491
2,12
0,6
0,9
7,29
16,58
10,10
239,991
0,10
2,9
0,17
22,47
8608,34289
33,130
3,50
50,124
10,39
4,22
2,60
106,308
0,6
0,44
1,11
295,1252
14,97
4,11
16,54
1,10
0,9
12,54
8,43
0,7
23,230
0,10
0,8
4,8
3,35
2,54
9,46
0,6
0,10
4,30
0,10
80,613
13,30
17,9
0,13
4,78
3,8
0,7
0,20
10,86
12,64
0,9
7,20
0,10
13,26
37,90
4719,16270
0,12
3,18
1,6
1,9
1,30
0,7
0,11
0,6
1600,6422
10,12
28,167
11,31
11,58
18,83
0,6
1,13
44,113
0,6
2,9
5,22
79,528
12,44
0,7
2,7
354,1632
0,24
0,8
0,28
0,24
0,10
0,13
2005,9770
0,22
3,13
0,11
0,36
7,48
25,65
3,6
0,19
0,8
29,26
0,8
270,747
4,11
0,7
9,57
16,68
189,806
27,84
147,881
102,540
1,6
2,7
5,57
0,6
1,9
6,14
0,7
0,6
94,333
0,6
55,251
0,10
12,124
1,18
6,93
441,2444
6,29
95,294
0,6
0,70
1,11
2,32
1,16
46,242
8,17
0,10
18,26
112,551
18,67
6,15
225,604
360,1081
1,16
116,215
6,20
16,128
4,49
50,205
12,45
160,660
43,122
15,93
5,17
0,6
0,12
0,9
5,24
27,95
189,718
187,845
2,31
138,452
135,566
0,6
1,8
27,206
9,48
0,6
3,7
9,11
4,22
0,6
3,54
7,23
2,21
0,6
0,10
0,12
202,949
17,119
58,229
0,11
105,584
2,11
0,7
0,16
2,8
0,6
2,58
3,9
10,32
2,8
5,53
0,7
0,6
3,14
0,28
0,7
280,1364
35,193
2,6
209,871
28,110
0,7
0,31
3,28
18,70
86,393
10,32
333,1943
75,123
2,10
1,18
3,14
5,25
21,58
0,6
25,337
23,175
1,8
23,62
1,29
124,1076
197,830
0,13
0,14
2,17
0,16
0,8
3,31
69,78
14,72
0,8
16,154
2,17
116,442
0,7
0,31
11,57
480,2974
14,76
11,91
17,101
0,22
4,68
4,39
1342,6227
11,68
5,21
360,2045
8,50
1,8
10,75
3,15
0,7
3,6
10,46
3,24
1,18
4,8
44,203
4,64
11,21
57,323
124,433
2,7
1,15
0,6
0,9
6,9
3,24
2,55
0,6
11,29
2,25
0,7
3,14
11,36
33,51
132,584
60,172
7,30
3,8
0,7
12,61
1,7
0,21
0,6
152,731
3,76
12,36
120,292
0,11
1,9
12,72
0,8
334,1593
10,56
19,114
134,173
378,1600
5,47
3,7
0,10
3,19
1,35
50,452
2992,12506
0,9
3,7
39,236
0,18
5,94
173,594
4,15
11,54
8,17
3,52
9,59
0,7
0,9
0,6
36,135
509,2203
0,26
3,13
26,167
92,473
48,254
0,15
0,9
0,7
136,524
0,7
0,19
257,1063
0,28
0,7
971,3703
0,7
129,608
22994,97738
19,138
9,7
6,20
110,336
54,250
4,6
0,17
2306,4682
0,9
3,9
2,8
16,153
29,41
3,8
0,24
2,8
45,235
16,89
0,23
103,484
5,43
0,8
0,11
0,8
7,27
0,6
459,1993
1,9
0,13
8,12
18,19
0,6
26,84
6,48
3,33
1,95
2,6
4,8
26,19
11,26
1,11
49,61
0,7
0,6
21,143
12,24
4,25
6,27
0,7
1,12
2,17
0,12
0,6
0,16
0,8
51,302
0,6
4,18
66,301
36,216
7,48
52,254
33,133
72,264
0,8
5,15
15,22
2,25
16,28
26,121
0,11
91,378
251,861
131,210
0,8
10,82
8,29
4,36
0,9
163,999
2,6
24,149
78,259
1,28
6,19
0,9
7,77
8,23
5,29
56,332
2,6
0,6
0,12
40,30
13,98
10,22
18,92
69,349
11,10
0,6
0,19
3,8
280,1030
13,55
3,13
2,42
0,18
0,7
47,280
0,16
1,6
6,53
668,2848
9,8
0,9
4,42
22,53
0,9
3,7
0,7
2,8
21,10
4,7
30,104
0,18
0,16
0,6
37,98
2,34
537,1949
37,138
1,6
0,8
44,79
37,91
0,6
84,427
0,9
457,2533
25,113
0,58
0,12
0,18
51,291
4,47
58,188
2,15
19,96
3,17
31,145
1,7
11,20
6,7
76,78
0,12
6,7
2,13
6,66
1,10
39,341
14,16
36,54
2,25
3,15
3,16
26,123
13,19
1,26
3,15
572,3459
296,1669
2,22
19,70
8,21
0,9
33,125
0,6
3,38
0,10
0,7
3,21
0,14
4,13
2,17
0,12
14,113
234,1354
3,6
818,3873
202,909
0,9
28,178
42,145
0,6
3352,19577
9,54
0,7
25,99
0,7
37,262
12,40
1,25
69,353
737,4627
1,7
0,9
9,40
2,10
7,119
44,220
175,528
2,6
17,142
4,12
3,9
2,40
178,1034
18,53
120,661
2,15
0,6
0,7
0,6
0,6
0,12
0,7
20,198
0,10
3,47
12,48
2,32
10,14
2271,9872
8,53
0,8
229,957
0,6
16,50
84,479
0,6
215,1392
19,24
164,737
3,10
17,196
84,511
18,41
250,485
211,564
8,12
253,324
2,25
2,13
2,11
0,16
0,6
29,31
0,16
0,8
0,12
0,6
1,10
0,11
35,196
3,11
967,4483
6,22
3,21
5,11
0,7
0,9
4,9
5,29
6,13
4,8
308,1626
4,9
0,6
0,13
60,332
11,11
0,15
4,10
0,7
18,10
0,23
13,105
5,27
0,8
2,19
84,340
1262,5398
53,202
16,113
1,25
9,44
2,21
349,899
1,15
8,36
7,27
97,355
78,651
24,96
20,50
12,26
598,2570
0,9
56,74
1,13
10,23
20,97
9,113
417,1711
520,1583
11,30
7,13
326,1370
4,31
87,233
74,399
0,6
612,2151
0,10
4,30
18,136
1,10
154,481
8,18
10,16
2,41
0,36
149,531
25,137
2,17
6,14
24,170
3,22
13,28
5,45
4,26
2,27
2,7
5,24
0,8
6,22
2,13
470,1769
0,21
9,36
0,8
0,9
0,9
0,7
0,10
12,46
7,8
1539,3687
0,16
233,1021
0,26
0,6
21,67
0,22
352,1770
12,9
0,6
2,52
39,32
30,159
7,20
0,8
16,212
0,9
5,25
46,158
0,8
23,24
0,22
3,8
6,22
2,7
3,18
162,1093
0,7
7,10
16,37
0,10
0,6
19,48
8,33
6,53
2,9
11,16
17,63
3,9
1,27
47,396
35,220
0,10
6,51
3,8
20,102
23,61
6,55
0,17
0,6
0,7
0,12
0,18
0,12
550,2594
0,6
90,662
0,8
0,15
236,1375
4,25
146,444
28,15
0,6
180,1646
47,153
65,150
0,6
13,51
6,10
0,13
12,54
9,45
18,8
18,58
0,7
0,116
0,8
0,13
1,6
0,11
79,304
0,8
15,100
0,6
25,184
0,13
5,66
2,7
10,51
0,6
0,8
0,6
0,15
0,7
0,11
3,46
83,247
26,216
14,154
4,26
17,133
0,6
0,6
0,6
8,7
0,6
0,12
225,1222
0,14
220,1362
17,151
3,14
0,6
1,14
8,53
1,8
43,64
1,9
13,52
24,108
1,52
0,6
0,12
5,19
0,14
12,9
3,8
241,632
0,9
12,130
46,266
0,14
6,6
2,7
5,36
149,938
4,11
137,592
44,210
0,7
32,244
2109,8354
2,7
1,7
66,353
20,107
0,12
216,150
2,30
27,104
10,20
6,33
70,97
0,8
72,64
570,2276
79,375
69,524
5,47
0,13
220,1518
0,7
2,7
209,303
0,17
10,59
27,45
8,21
173,540
2,10
80,452
2,6
3,62
0,8
0,28
1,17
0,14
1247,5676
13,52
0,16
8,97
3,7
15168,70043
32,37
25,227
6,14
1,28
0,9
4,13
15,61
0,9
91,239
0,6
5,46
0,16
137,502
81,446
29,202
4,28
57,68
386,1248
42,143
78,319
4,14
0,18
0,32
8,35
18,25
6,18
5,24
5,39
299,1667
0,6
0,8
4,7
4,11
16,93
20,146
390,2306
4,27
7,48
64,322
3,12
10,6
11,42
9,27
20,153
0,24
6,14
44,326
2,9
1136,3848
102,573
0,9
32,155
15,25
1,18
289,1583
0,12
21,69
0,6
2,19
953,3813
10,59
5,44
4,29
0,10
4,17
1,9
74,346
5,35
0,12
11,25
0,8
5,33
12,17
0,7
1,16
0,6
0,6
18,128
35,560
1,16
9,6
38,63
14,28
9,8
3620,13335
0,40
4,11
86,346
291,1571
54,206
5,32
0,7
3,24
0,14
13,33
0,13
431,1952
9,14
0,8
0,7
8,59
0,16
0,6
48,153
0,8
0,10
3,18
4,18
10,14
0,7
6,6
0,8
0,6
1,7
4,34
4,12
0,19
0,11
1536,6535
2,12
4,22
0,6
26,186
1,10
33,99
2,22
0,16
70,328
0,7
3,16
7,16
338,1313
838,3250
0,6
24,23
37,186
14,98
0,7
27,114
0,6
190,850
0,7
216,296
9,15
18,80
22,47
2,8
8,47
3,46
2,12
4,30
3,28
339,1987
565,2552
1,6
0,6
0,6
1688,8386
38,151
0,8
251,1469
1,7
4,6
56,149
0,8
81,233
109,510
36,270
0,9
6,108
0,6
597,2421
0,28
0,13
0,9
1,6
0,6
26,59
94,556
10,53
1,15
7,18
2361,11258
5,16
5,22
12,15
5,11
0,6
47,72
697,3186
3,12
5,23
12,13
4,23
67,248
60,289
0,10
6,30
1,20
30,79
23,31
0,6
0,6
2,12
1,6
11,85
0,6
5,18
3101,12577
32,71
18,35
4,36
0,6
2,8
0,11
12,19
0,10
377,1884
0,7
106,692
0,12
0,8
7,39
35,49
24,125
2,8
34,89
380,2292
1,8
4,7
35,136
0,11
0,7
9,55
36,298
6,31
362,1633
26,182
1,11
269,1210
140,720
11,58
3,23
221,966
0,11
5,101
66,698
2,15
29,107
331,1544
0,11
0,6
1,6
2,10
86,227
2361,9750
0,21
8,8
4,10
8,66
21,30
0,6
0,13
3,25
0,10
2,11
6,87
0,6
5,12
8,49
0,10
9,12
7,32
2,31
19,18
16,34
28,124
97,233
8,22
0,22
0,13
3,7
817,3776
1,32
1,6
154,614
5,9
3,21
2,33
12,49
0,7
4,6
4,36
8,26
