FemaleFrequency,MaleFrequency
22,6
24,128
0,18
58,249
8,43
0,10
0,10
4,19
0,14
3,12
2,8
291,1078
32,249
2,13
9,78
6,78
6,15
5,39
153,893
20,8
2,6
1,14
154,674
0,11
14,24
3,79
1,10
0,48
1,8
13,53
6,16
0,12
1,12
3,21
72,324
17,26
0,9
0,7
0,8
1,8
58,189
0,26
9,43
78,337
0,6
0,8
0,14
10,91
0,62
0,34
28,218
0,9
4,12
8,46
22,96
0,8
4,7
30,25
0,20
176,650
6,27
104,516
3,6
53,248
13,83
121,618
0,6
0,7
17,70
1,48
3,14
4,33
4,14
38,99
3,13
1,39
44,113
4,16
4,42
0,29
5,22
0,23
0,6
39,151
321,1860
11,12
20,74
8,41
4,22
0,13
0,10
509,3056
90,420
0,15
2812,10443
0,6
0,10
2,22
52,466
1725,8261
8,17
26,86
18,76
0,12
1,12
11,15
3,36
0,17
0,10
181,1128
2,18
83,387
65,294
76,384
23,127
2,19
0,8
14,33
36,146
8,34
52,110
29,180
0,12
0,7
0,9
37,285
2,29
31,218
215,1242
200,1104
19,59
277,1386
18,101
213,1066
0,31
467,1774
11,74
3,51
18,41
8,6
62,263
6,40
13,63
2,7
0,6
0,6
0,9
42,28
0,8
85,189
100,376
3,12
1,70
7,67
33,135
23,79
82,277
369,1397
0,6
73,187
12,91
42,90
586,2423
22,51
0,9
0,19
1,38
98,532
0,12
13,22
1,21
22,13
4,11
4,7
67,398
10,118
3,13
1,34
0,11
1,18
34,101
8,19
60,200
0,15
18,164
4,7
3,13
0,14
22,33
0,13
0,10
17,83
0,12
3,20
0,16
10,14
1,25
0,14
16,24
0,14
5,8
5,15
0,8
1,15
0,10
1,6
3,28
28,77
192,597
34,60
0,6
2,29
12,89
26,42
30,214
8,8
0,8
3,22
0,7
16,20
1,10
9,21
0,8
12,66
227,1156
0,14
11,183
256,1000
6,12
7,27
102,471
25,179
14,57
1,10
14,66
533,3053
274,1352
45,238
139,705
0,6
11,32
124,500
11,20
1419,5951
0,6
804,3412
6,35
38,143
6,12
14,102
18,16
0,7
22,17
215,1168
17,155
2,19
2,13
4,12
0,45
2,8
102,397
0,6
83,460
124,366
21,45
0,14
0,8
41,304
57,179
0,8
0,10
58,216
0,10
0,8
7,17
91,483
0,9
108,444
0,7
4,7
0,8
194,852
0,7
1291,5718
0,6
2,22
1,37
34,211
0,9
30,73
2,30
1,6
271,889
3,27
50,161
0,20
140,657
157,521
2,9
0,6
683,3750
73,606
10,7
0,9
22,24
2,6
1978,7468
1,8
12,105
0,37
4,28
17,80
13,19
10,62
4,12
1,13
0,7
2,15
12,77
2,14
0,7
1,12
0,9
45,251
6,27
76,254
56,235
7,6
253,713
0,10
15,76
142,832
1,6
44,213
64,249
32,167
39,232
254,1127
2,14
30,27
0,8
19,52
0,11
2,8
126,578
0,12
6,72
0,10
0,7
4,11
0,6
14,11
0,6
3,6
48,23
2,38
0,7
9,36
0,8
17,6
37,162
18,120
7,34
6,104
45,65
38,178
47,181
64,228
28,93
0,8
4,9
0,18
12,16
3,9
2,19
15,8
6,6
44,94
0,10
0,9
2,13
9,21
0,9
11,82
33,109
9,12
18,62
0,7
11,47
18,70
58,123
0,6
178,880
1,8
0,11
0,8
0,7
4,19
4,30
2,34
2,17
76,148
20,38
0,7
217,895
14,37
49,87
63,216
18,87
91,636
7,31
2,26
1,26
26,66
1,7
21,16
7,34
0,6
0,6
49,118
0,16
2,13
2,23
8,59
56,231
3,20
2,53
0,12
10,82
0,17
0,8
0,10
0,17
4,15
38,208
75,435
14,63
1,15
182,1052
0,6
0,8
0,6
3,13
0,6
0,15
1,29
77,275
14,86
82,260
0,8
271,1115
0,14
36,232
2,10
40,104
3,30
696,3233
0,12
1,13
4,37
1,13
17,84
0,9
0,8
0,9
5,10
9,40
14,9
0,8
19,62
1,15
0,8
96,383
1,16
0,9
44,191
8,37
15,46
10,176
2,7
0,30
18,144
7,9
1,18
0,6
4,22
2,44
34,125
0,11
0,10
0,8
0,8
7,23
1,11
63,148
3,64
34,276
2,7
2,13
313,1198
0,6
20,122
459,970
3,11
0,17
24,139
0,13
15,48
0,9
122,570
40,118
5,6
10,25
0,37
5,25
24,181
15,68
4,30
19,322
2,7
10,7
0,16
10,16
0,12
65,251
2,20
2,9
52,266
4,7
545,2109
0,23
0,7
0,12
569,3379
1063,3816
2,8
0,6
0,63
162,564
0,9
9,53
619,3756
5,7
1,17
2,14
6,44
0,8
2,8
2,18
0,7
24,281
5,7
113,538
285,1508
0,7
420,1398
0,8
50,78
0,84
18,48
549,2444
4,53
49,90
4,15
4,24
1552,7207
0,6
12,52
6,11
5,15
0,27
0,6
3,8
3,69
2,6
6,21
1,6
0,9
0,8
4,14
6,6
30,140
44,202
20,130
1,12
0,12
291,1701
10,65
0,6
0,6
25,161
0,6
2,10
4,15
0,7
0,6
0,16
105,396
11,25
627,2495
95,408
0,10
19,119
72,372
1147,3314
4,9
24,96
3,27
1,27
19,43
138,649
4,19
0,11
2,22
12,58
4,13
3,19
318,852
80,243
1,67
11,66
14,10
534,1934
4,40
258,1189
2,42
24,88
25,97
31,431
0,16
4,28
599,3421
52,241
263,805
423,997
0,8
210,619
478,2740
6,6
0,8
0,6
134,634
11,101
6,15
0,6
0,35
30,109
15,48
2,26
10,65
543,1804
43,77
25,78
3,11
38,247
249,1005
39,185
0,8
0,10
0,9
7,56
10,24
937,2940
0,6
9,18
215,1039
8,24
64,286
0,6
0,16
59,312
3,32
2,20
3,7
0,11
0,8
0,10
3,32
76,391
3,6
130,478
28,131
34,105
5,9
67,213
3,8
217,888
2,18
1,7
0,8
4,6
2,21
5,35
1,12
27,149
10,8
1,9
29,131
0,9
0,6
10,13
6,62
184,333
206,845
0,6
7,31
6,37
379,2086
7,26
214,1065
5,18
165,688
0,12
53,554
58,186
8,13
59,212
0,17
4,51
6,6
0,14
20,44
1,10
2,23
4,20
0,6
1,8
0,13
60,300
11,17
45,196
92,511
889,3783
0,10
3,38
2,35
5,20
2,8
0,38
175,283
293,1286
1,7
0,6
9,46
0,10
1,14
127,527
1,18
0,7
0,8
3,13
308,1250
9,80
23,213
45,254
5,24
12,52
6,20
41,202
1,6
13,44
949,3818
26,212
29,103
44,77
8,20
0,6
4,10
3,32
0,24
2,13
44,227
144,934
1,6
0,6
62,301
15,64
7,23
0,8
7,24
3,16
140,763
11,48
2,6
0,6
8,55
17,57
11,46
5,14
8,54
14,24
4,15
11,27
0,8
14,96
0,8
0,18
3,15
2,19
0,8
12,96
0,7
3,12
13,11
2,10
28,50
7,59
40,125
93,661
15,35
2,8
14,91
2,82
18,48
125,996
0,6
70,120
11,32
3,15
0,7
0,13
900,3748
0,20
154,608
2,6
6,64
0,19
21,128
6,15
257,1129
2,10
8,37
11,42
0,9
2,7
10,42
0,6
0,6
20,35
0,13
36,188
14,61
0,17
0,12
124,647
3285,12332
19,111
219,1041
6,13
1,46
25,129
3,16
68,203
48,210
11,54
20,16
2,6
2,10
0,8
2,9
1,18
10,94
0,8
0,7
0,7
3,8
7,21
162,508
40,50
3,29
0,7
527,2732
13,62
0,14
12,27
2,8
20,47
31,68
0,14
0,6
0,6
12,59
0,8
2,40
0,12
58,103
5,22
0,21
10,22
0,6
13,15
0,28
0,8
0,9
0,7
0,6
9,11
4,14
2,9
0,90
16,120
14,36
4,9
0,7
3,10
77,334
786,2889
31,184
47,444
121,416
0,10
0,8
0,27
11,100
0,23
7,48
24,72
2,9
0,7
7,22
93,226
454,2288
12,20
0,11
10,32
70,354
0,10
13324,55412
2,30
20,144
1,8
0,11
45,96
57,320
17,81
148,617
0,10
1,10
15,81
0,6
0,36
193,440
8,23
37,44
99,316
2,23
65,85
4,33
32,78
21,59
1,7
22,65
21,124
2,20
4,6
48786,224613
32,62
0,8
0,7
192,862
277,885
1,8
24,172
1,10
0,22
9,23
0,10
42,200
135,1062
1,18
0,16
0,7
53,418
11,70
22,57
0,11
12,16
9,29
8,26
38,211
6,18
43,240
0,12
0,10
106,569
1,18
4,14
1,21
2,35
0,6
290,1603
2,37
7,30
65,230
26,141
2,34
11,19
0,12
27,57
0,7
8,64
0,8
112,282
19,25
176,621
3,12
1,10
0,7
4,6
19,60
0,6
0,9
0,8
0,10
0,14
0,10
0,39
0,15
11,7
3,7
0,16
0,6
11,16
0,14
2,11
34,141
10,36
3,28
15,30
7,9
7,18
1,6
5,38
10,16
4,27
0,6
0,8
7,31
21,56
0,9
89,402
13,10
0,7
0,12
0,11
1,33
5,6
0,8
0,13
184,1049
224,915
8,12
0,92
0,6
0,6
69,376
276,1378
12,51
3606,13700
20,136
139,465
0,8
16,184
2,20
12,56
0,13
9,40
0,7
9,9
2,11
0,9
10,87
2,57
0,9
12,76
2,25
9,45
734,2575
328,916
1,15
0,19
3,9
27,240
3,22
2,16
0,6
4,23
0,8
58,150
0,7
36,188
241,1088
13,71
8,14
8,37
12,17
5,7
613,2717
0,24
2,14
12,10
0,6
113,258
0,8
946,4402
0,8
2,10
133,440
0,9
0,6
444,3200
503,1783
226,1380
3,8
3,11
112,338
0,16
1,24
0,6
2,10
0,6
30,145
6,17
18,54
17,188
0,20
3,7
0,6
32,158
0,7
287,1827
0,7
79,236
0,14
0,26
372,877
28,95
0,6
4,8
28,148
0,9
7,31
3,16
2,25
0,18
2,25
4,49
3,9
7,18
0,6
1,14
26,156
0,19
203,546
3,6
0,15
2,8
1034,5313
2,12
6,63
30,80
2,13
14,81
64,231
3,9
50,352
56,230
21,66
153,541
775,3037
315,1659
7,28
10,12
0,6
0,12
0,13
0,13
9,10
2,6
0,6
7,15
1,9
4,34
8,94
0,7
0,24
0,21
4,8
0,14
0,6
9,112
12,79
346,1316
6,6
0,7
1,45
30,132
884,3046
10,41
1,25
0,9
0,18
1,8
158,569
2,7
62,309
3,32
0,6
0,18
2,42
7,23
0,19
0,7
9,21
956,3712
2,23
0,7
328,877
65,304
22,90
0,10
4,9
8,12
0,7
49,212
18,112
0,6
0,36
316,1616
3,6
15,60
7,61
61,233
0,17
0,9
3,26
68,275
7,40
2,18
0,17
0,35
0,10
62,267
0,6
4,21
4,66
1229,3518
9,28
4,22
0,10
0,6
1,7
0,7
0,6
0,15
0,9
223,962
103,497
5,16
389,1524
1,18
100,285
65,184
4,8
10,126
2385,10512
154,653
38,210
18,89
9,13
5,7
24,61
1034,5296
20,33
0,17
17,111
38,205
8,10
24,109
3,63
6,35
0,11
17,15
6,38
22,107
3,24
4,14
0,6
0,18
2684,12550
0,6
25,144
1299,6896
160,650
0,6
0,7
1,12
2,47
84,194
9,48
0,23
0,9
0,15
0,8
0,12
0,32
1,11
0,12
8,23
4,27
448,2166
3,9
14,110
0,6
42,215
89,428
0,9
7,15
23,49
0,11
6,28
3,13
5,31
37,268
2,7
1,9
2,11
146,1024
0,11
0,7
0,12
14,8
18,84
1,6
18,72
1,13
1,6
5,13
5,12
203,848
6,35
2,15
5,12
0,16
1,18
30,51
4,40
8,22
21,70
522,2597
333,1526
15,99
7,13
139,486
101,137
68,204
4,18
5,22
1,7
21,79
3,63
162,774
0,6
3,11
3,22
2,7
21,97
4356,18902
0,9
14,53
179,840
10,17
6,20
100,511
0,6
0,10
0,12
51,161
0,18
0,7
0,17
2,16
10,26
5,10
0,6
0,11
6,10
9,42
0,6
15,81
16,42
22,101
1,15
3,13
8,26
390,1396
0,10
43,270
0,22
7,39
0,11
2,8
143,783
2,7
2,34
0,8
11,36
27,12
27,134
2,13
0,10
0,6
126,744
9,15
213,1190
324,1353
0,19
311,1356
6,8
2,44
0,6
2,56
0,19
56,325
0,6
32,66
5,11
2,19
47,269
0,6
32,88
1,38
0,7
2,9
0,9
180,1191
14,127
0,6
19,67
1,11
0,6
6,38
3,8
18,70
50,217
9,10
2,10
0,8
41,110
1,11
2,37
15,74
224,920
0,6
1,50
0,28
4,41
8,67
8,25
5,45
1,18
0,10
24,109
0,6
24,60
1,19
8,22
29,279
7,18
31,50
1,6
1,36
0,9
0,8
6,48
7,22
2,7
618,3002
79,247
0,7
2,19
110,542
85,529
11,42
123,356
3,10
6,59
1,19
4,17
23,39
0,9
5,36
0,9
52,435
282,1792
0,10
11,132
0,21
251,1052
56,404
0,6
560,2370
0,6
8,130
6,13
340,1530
0,6
0,6
45,155
4,12
40,199
23,140
5,14
54,371
0,14
53,165
0,10
3,41
175,399
2,152
2,9
20,52
11,53
0,6
3,10
10,34
78,239
0,17
7,46
58,231
31,252
0,10
489,2094
831,4206
0,10
5,30
0,9
0,51
2,10
4,10
3,28
0,7
0,6
5,19
0,12
3,16
0,18
11,170
11,53
0,8
0,6
23,51
1,8
17,72
10,7
10,47
10,31
85,287
0,12
13,73
0,21
24,112
3,37
3,11
22,117
2,6
7,15
6,50
222,726
0,6
7,9
77,222
8,23
26,104
12,17
0,8
0,7
0,10
5,17
5,48
72,406
16,138
0,8
0,6
17,36
12,25
8,25
20,109
0,7
6,29
8,33
6,36
2,13
3,15
100,580
4,48
3,11
0,18
0,16
7,65
0,6
0,8
60,422
4,13
444,2634
49,255
0,7
485,1418
0,46
4,63
1,33
0,12
19,111
13,7
0,20
0,8
12,22
972,3834
3,24
7,15
0,18
11,28
0,9
2,9
0,16
18,70
14,16
0,8
6,31
1413,5167
90,468
0,26
0,12
8,6
18,132
0,9
153,624
0,7
2,25
14,25
0,14
112,261
3,16
1,14
10,7
0,12
0,7
422,2363
21,127
0,9
9,15
30,58
13,37
8,39
314,1697
2,18
8,31
2,13
11,50
0,6
22,43
6,72
6,8
630,2387
35,217
0,18
0,7
9,17
998,3975
3,6
2,8
5,6
10,13
11,58
6,38
32,83
0,9
0,9
33,150
1,7
613,3752
0,17
0,19
530,2120
9,88
0,8
4,69
1,8
232,983
4,7
24,122
6,22
16,12
27,66
19,86
11,15
0,15
0,13
8,45
63,222
5,30
0,13
1631,6680
5,31
0,7
0,16
257,1515
4,54
11,124
2,55
0,14
16,75
5,7
4,22
57,225
799,3652
222,1084
0,16
0,12
0,10
386,1927
61,222
0,8
25,52
2,12
8,81
6,42
9,36
8,6
20,149
42,63
0,8
91,115
2,6
0,8
2,10
0,10
1,19
74,412
468,1874
24,18
2,6
0,6
0,7
6,13
1,9
2,11
0,16
6,63
4,23
15,10
0,6
0,8
0,7
0,7
0,9
10,48
1,54
476,1886
16,23
0,6
240,1541
2,10
480,2598
0,24
2,8
62,336
1,15
0,7
4,11
0,8
28,66
19,25
0,15
98,179
0,12
5,81
97,430
0,22
0,7
0,7
4,22
1,8
396,1794
0,10
26,157
6,8
0,12
4,9
32,98
175,485
170,796
2,33
2,56
1,6
15,41
31,73
0,13
1,10
24,59
0,6
209,923
261,1288
0,8
15,35
0,6
24,190
0,8
12,24
0,12
0,7
0,10
27,34
0,9
129,647
5,52
18,64
9,60
0,6
9,7
1132,2262
0,6
0,7
0,8
0,15
38,259
0,9
0,6
39,147
28,146
20,19
0,6
8,29
1,9
350,1067
1,6
0,6
0,9
0,7
0,7
162,596
8,29
921,3268
30,28
9,62
71,361
0,9
1,17
3,28
0,6
8,10
0,61
1,7
1,7
0,7
229,1062
397,2391
0,8
11,93
146,630
0,13
0,6
0,17
19,131
13,48
0,6
3,12
1,8
0,8
0,7
3,28
0,29
27,15
1,33
70,279
27,144
0,14
391,1530
12,16
0,10
0,9
4,9
51,204
0,19
0,11
2,29
4,41
5,6
8,38
0,15
4,120
654,3526
0,6
0,8
1,22
0,8
3,7
60,147
16,39
31,39
4,13
129,228
0,8
0,19
133,248
0,8
52,211
0,14
0,19
0,8
45,22
0,7
0,8
11,23
5,17
0,6
3,12
12,57
17,109
7,39
0,14
4,10
1,16
223,999
3,8
0,12
11,22
7,14
117,486
1,8
0,9
0,7
8,52
140,551
0,6
4,33
0,6
8,23
27,64
1,7
377,1713
2,13
14,124
66,189
0,7
16,47
0,6
645,2161
460,1498
3,6
0,19
252,1092
10,7
150,492
266,1173
1,18
3,59
32,142
17,29
72,375
0,16
3,55
7,37
0,13
3,37
0,16
0,6
2,16
0,21
21416,88800
41,231
0,13
10,37
55,159
19,14
169,652
8,87
33,85
10,36
0,33
6,41
5,19
3,27
1,8
0,11
788,3360
403,3102
15,11
38,207
24,90
101,908
9,29
12,14
0,7
0,9
1,7
19,372
6,13
7,22
0,32
0,8
319,1485
0,13
2,8
1,12
10,27
7,48
0,9
0,6
4,67
503,2015
0,7
1,11
1142,3428
28,125
0,10
10,9
15,132
8,51
25,224
8,15
39,140
0,6
4,28
0,8
8,43
0,8
30,79
6,16
3,6
127,789
0,18
67,429
0,12
0,9
36,245
15,25
1,13
12,18
1,21
0,9
0,19
0,6
48,181
112,419
1,24
0,15
0,9
2,6
14,69
13,41
135,632
0,9
2,11
0,7
3,12
0,9
0,10
37,118
147,435
2,18
7,81
14,26
0,22
0,6
0,22
0,6
4,43
8,44
32,180
136,377
37,118
70,277
4,8
1,24
134,605
0,8
0,14
13,11
362,1635
3,76
15,46
52,103
0,8
1,16
66,155
37,208
12,32
1,8
39,97
2,7
99,231
6,17
3,27
1,9
0,8
0,7
0,12
0,8
2,40
14,55
3,14
0,21
8,11
10,13
53,193
290,694
14,84
0,6
1,15
4,43
1,21
0,6
0,6
0,6
345,1044
1244,6498
549,2838
3,21
0,10
30,158
7,42
5,42
8,12
1,17
3,13
68,156
1,18
20,54
357,1490
11,15
84,440
4,30
0,6
32,118
37,90
0,6
2,11
0,16
19,101
0,20
16,124
0,19
0,7
7,64
4,26
75,434
313,1415
2,14
80,531
10,42
12,30
0,6
3,8
16,29
249,631
0,8
0,11
29,12
3,8
0,10
2,84
37,125
0,42
10,12
0,27
0,12
13,100
2,9
9,6
8,23
1,9
80,313
0,7
0,8
3,8
15,157
1,7
106,223
3,17
9,94
0,12
6,32
6,23
9,124
2,24
154,230
57,286
20,54
45,36
8,6
0,18
2,18
30,25
6,26
0,6
2,15
2,12
0,7
0,12
6,28
0,13
0,14
0,27
0,6
49,189
0,6
70,346
6,16
21,61
7,31
1898,10139
1,6
2,10
0,13
0,29
225,1172
6,65
1,8
12,68
0,6
1,20
16,43
10,12
2,8
335,1138
0,10
16,9
6,43
0,9
87,214
13,11
594,2285
0,6
71,488
2,17
12,88
13,70
176,841
2,13
2,15
2,10
91,615
1530,4868
16,44
2,24
16,79
106,583
0,9
0,18
5,45
476,2071
4,30
0,8
0,6
0,7
1,6
0,6
7,34
2,11
25,57
0,13
2,18
0,15
598,838
3,17
62,212
53,174
57,201
27,176
1,25
2407,14181
112,615
28,294
1,21
7,21
0,7
9,49
370,1379
24,112
19,6
1,8
3,9
26,68
0,9
11,83
0,9
340,1547
405,1793
27,72
1,18
4,13
9,35
361,1600
0,7
938,3420
13,20
8,23
7520,35984
40,180
43,129
0,6
0,9
125,280
1152,4850
2,40
0,12
78,536
0,13
1,63
2,8
0,6
4,25
0,9
0,10
0,6
37,227
2,7
1,16
0,6
4,20
21,29
8,11
5,77
9,7
0,6
0,6
53,196
1,32
4,11
7,14
0,7
0,6
0,11
3,9
0,7
0,10
27,57
5,13
5,50
0,6
366,1370
363,905
0,12
531,2209
2,16
3,10
12,32
3,6
0,11
38,231
1,14
18,33
193,1144
0,10
3,27
4,29
0,12
0,6
0,7
0,6
6,39
0,32
185,1057
124,436
4,20
0,7
520,2345
0,18
14,45
348,1604
1,17
6,6
3,52
0,22
20,6
0,12
2,6
4,152
0,6
0,12
3,27
2,6
0,14
25,24
0,6
2,7
9,9
3,18
0,6
0,7
1,27
0,6
256,1033
0,18
0,12
0,7
483,2169
1,6
36,20
0,9
0,10
2,8
5,27
0,12
0,11
12,55
26,49
2,44
0,15
0,10
0,9
15,46
0,16
30,186
92,396
4,7
0,28
144,690
805,2920
1,15
16,78
2,11
12,36
11,15
0,10
62,174
4,46
64,319
37,166
24,21
0,14
12,16
1,7
0,21
24,69
896,3838
1,16
8,21
0,10
64,189
4,35
51,404
71,328
1,18
3114,14616
6,14
0,6
150,905
307,1670
0,9
3,57
13,48
9,66
70,180
11,65
0,8
0,10
175,713
1,30
0,6
0,7
28,54
14,38
1,32
117,384
2,6
44,53
106,982
0,7
14,35
0,14
8,22
0,20
1,14
0,14
31,130
24,143
7,22
16,27
3,12
4,11
10,82
84,368
0,16
8,17
34,147
335,1330
7,23
603,2554
6,7
0,15
13,98
18,86
0,6
47,244
537,2471
4,13
10,13
15,86
28,52
3,6
0,6
1,7
142,623
7,38
10,8
7,13
1,14
10,20
1,6
968,3303
5,32
29,88
4,14
5,17
583,4104
