FemaleFrequency,MaleFrequency
0.00175,4.00E-04
0,0
0.02821,0.0065
0.00956,0.0022
0.00504,0.00116
0,0
9.00E-05,2.00E-05
0.0035,0.00081
0.00233,0.00054
0.00438,0.00101
0.00175,4.00E-04
0.00263,6.00E-04
0.00431,0.00099
0.00233,0.00054
0.00263,6.00E-04
0.014,0.00322
0.00204,0.00047
0.0035,0.00081
0.00525,0.00121
0.00263,0.00061
0.0035,0.00081
0.00213,0.00049
0.00267,0.00061
0.00563,0.0013
0.00043,1.00E-04
3.00E-05,1.00E-05
3.00E-05,1.00E-05
0.00079,0.00018
0.00495,0.00114
0.00266,0.00061
0.00132,3.00E-04
0.00068,0.00016
0.00467,0.00107
0.00204,0.00047
0.00204,0.00047
0.00493,0.00113
0.00377,0.00087
0.00759,0.00175
7.00E-05,2.00E-05
0.0074,0.0017
0.00028,6.00E-05
0.00108,0.00025
0.00026,6.00E-05
0.00011,3.00E-05
0.00067,0.00015
0.00379,0.00087
0.05346,0.01231
0.00082,0.00019
0.00055,0.00013
0.03324,0.00765
0.00204,0.00047
0.00408,0.00094
0.00175,4.00E-04
0.00696,0.0016
0.00604,0.00139
0.00438,0.00101
0.00196,0.00045
0.00046,1.00E-04
0.00063,0.00015
0.00026,6.00E-05
0.04218,0.00971
0.00175,4.00E-04
0.00011,3.00E-05
0.00175,4.00E-04
0.00671,0.00154
0.00175,4.00E-04
0.00217,5.00E-04
0.00233,0.00054
1.00E-05,0
0.00092,0.00021
0.00815,0.00188
0.01563,0.0036
0.00438,0.00101
0.00204,0.00047
0.00064,0.00015
0.00175,4.00E-04
0.0017,0.00039
0.02247,0.00517
0.00961,0.00221
0.00175,4.00E-04
9.00E-05,2.00E-05
0.00324,0.00075
0.00496,0.00114
0.00175,4.00E-04
0.01087,0.0025
0.00292,0.00067
1.00E-05,0
0.00204,0.00047
0.00496,0.00114
0.00334,0.00077
0.02572,0.00592
0.02197,0.00506
0.00292,0.00067
0.00285,0.00066
0.00678,0.00156
0.00011,3.00E-05
0.00157,0.00036
0.00204,0.00047
0.00263,6.00E-04
0.00525,0.00121
0.00705,0.00162
0.00292,0.00067
0.00175,4.00E-04
0.00806,0.00186
0.00108,0.00025
0.01308,0.00301
0.01468,0.00338
0.00236,0.00054
0.01037,0.00239
0.00085,2.00E-04
0.00436,0.001
0.00046,0.00011
0,0
0.00263,6.00E-04
0.00214,0.00049
0.00877,0.00202
4.00E-05,1.00E-05
0.0035,0.00081
0.00263,6.00E-04
0.00292,0.00067
0.01949,0.00449
0.00023,5.00E-05
0.01049,0.00242
0.00944,0.00217
0.00384,0.00088
0.00026,6.00E-05
0.00175,4.00E-04
0.00566,0.0013
0.00206,0.00048
0.00077,0.00018
0.02555,0.00588
0.00464,0.00107
0.00026,6.00E-05
0.00315,0.00072
0.00304,7.00E-04
0.01806,0.00416
0.0035,0.00081
0.00175,4.00E-04
0.00175,4.00E-04
0.00263,6.00E-04
0.00685,0.00158
0.00734,0.00169
0.00496,0.00114
4.00E-05,1.00E-05
0.00475,0.00109
0.02275,0.00524
0.00085,2.00E-04
0.08099,0.01865
0.01612,0.00371
0.00175,4.00E-04
0.00127,0.00029
0.06028,0.01388
0.00998,0.0023
1.00E-05,0
0.00233,0.00054
0.00114,0.00026
0.01546,0.00356
0.00175,4.00E-04
0.00646,0.00149
0.00175,4.00E-04
0.00175,4.00E-04
0.00098,0.00023
0.00148,0.00034
0.01053,0.00242
0.00292,0.00067
0.00263,6.00E-04
0.00233,0.00054
0.01722,0.00396
0.00218,5.00E-04
0.00175,4.00E-04
0.00383,0.00088
0.00408,0.00094
0.05656,0.01302
0.00496,0.00114
0.00321,0.00074
0.00197,0.00045
0.01192,0.00275
0.00291,0.00067
0.00496,0.00114
0.0017,0.00039
0.00099,0.00023
0.00233,0.00054
0.00233,0.00054
0.00973,0.00224
0.00904,0.00208
0.00039,9.00E-05
0.01104,0.00254
0.00613,0.00141
0.00095,0.00022
0.00212,0.00049
0.00182,0.00042
0.00175,4.00E-04
0.00233,0.00054
0.00359,0.00083
0.00204,0.00047
0.00208,0.00048
0.00321,0.00074
0.01991,0.00458
0.00175,4.00E-04
9.00E-05,2.00E-05
0.00137,0.00031
0.00126,0.00029
0.00573,0.00132
0.03833,0.00882
1.00E-05,0
0.00908,0.00209
0.00011,3.00E-05
0.00365,0.00084
0.00438,0.00101
0.00793,0.00182
0.00233,0.00054
0.00214,0.00049
0.00175,4.00E-04
0.00554,0.00128
0.00233,0.00054
0.00146,0.00034
0.00204,0.00047
0.00394,0.00091
0,0
0.00081,0.00019
0.00156,0.00036
0.00019,4.00E-05
0.00175,4.00E-04
0.00105,0.00024
0.00649,0.00149
0.00554,0.00128
0.00714,0.00164
0.0035,0.00081
0.00175,4.00E-04
0.00129,3.00E-04
0.01643,0.00378
0.00832,0.00192
0.00085,2.00E-04
0.00292,0.00067
0.0013,3.00E-04
0.00023,5.00E-05
0.00188,0.00043
0.00292,0.00067
0,0
0.0013,3.00E-04
0.00233,0.00054
0.02515,0.00579
1.00E-05,0
0.00169,0.00039
0.01141,0.00263
0.00875,0.00202
0.05968,0.01374
0.00175,4.00E-04
0.00204,0.00047
6.00E-05,1.00E-05
0.00233,0.00054
0.00204,0.00047
0.00313,0.00072
0.00408,0.00094
0.00175,4.00E-04
0.01279,0.00294
0.00043,1.00E-04
0.00642,0.00148
0.01466,0.00338
0.00204,0.00047
0.00875,0.00202
0.00263,0.00061
0.01983,0.00456
0.00292,0.00067
0.00232,0.00054
0.00039,9.00E-05
0.00412,0.00095
0.10974,0.02526
0.0065,0.0015
0.00079,0.00018
0.0017,0.00039
0.00189,0.00043
0.00292,0.00067
0.00233,0.00054
0.00408,0.00094
0.00026,6.00E-05
0.00395,0.00091
0.00438,0.00101
0.00374,0.00086
0.00292,0.00067
0.03608,0.00831
0.00062,0.00014
0.00263,6.00E-04
0.00255,0.00059
0.0018,0.00041
0.00132,3.00E-04
0.00011,3.00E-05
0.00157,0.00036
0.00285,0.00066
0.01409,0.00324
0.00036,8.00E-05
3.00E-05,1.00E-05
0.00066,0.00015
8.00E-05,2.00E-05
0.00113,0.00026
0.00207,0.00048
0.01612,0.00371
0.01618,0.00373
0.00877,0.00202
0.02026,0.00467
0.01229,0.00283
0.00262,6.00E-04
0.03319,0.00764
0.00082,0.00019
6.00E-04,0.00014
0.00207,0.00048
0.02051,0.00472
0.00134,0.00031
0.00204,0.00047
0.00026,6.00E-05
0.00204,0.00047
0.01746,0.00402
0.00185,0.00043
0.00025,6.00E-05
0.00204,0.00047
0.00123,0.00028
0.01132,0.00261
0.00606,0.00139
0.00175,4.00E-04
0.00267,0.00061
0.00331,0.00076
0.00223,0.00051
0.00841,0.00194
0.007,0.00161
0.00583,0.00134
0.00085,2.00E-04
0.02149,0.00495
0.01191,0.00274
0.01256,0.00289
0.00527,0.00121
0.00175,4.00E-04
0.02805,0.00646
0.04382,0.01009
0.00495,0.00114
0.00074,0.00017
0.00021,5.00E-05
0.00175,4.00E-04
0.00655,0.00151
0.00204,0.00047
0.00263,6.00E-04
0.00233,0.00054
0.00145,0.00033
0.00175,4.00E-04
3.00E-05,1.00E-05
0.00011,3.00E-05
0.00321,0.00074
0.00136,0.00031
6.00E-05,1.00E-05
0.00106,0.00024
0.00994,0.00229
0.00175,4.00E-04
0.00233,0.00054
0.00105,0.00024
0.00029,7.00E-05
0.00433,0.001
0.0337,0.00776
0.00525,0.00121
0.00175,4.00E-04
0.00107,0.00025
0.00034,8.00E-05
0.05547,0.01277
0.00337,0.00078
0.007,0.00161
0.00263,6.00E-04
0.026,0.00599
0.00059,0.00014
0.00218,5.00E-04
6.00E-04,0.00014
0.00075,0.00017
0.00332,0.00076
0.00212,0.00049
0.15951,0.03672
0.00175,4.00E-04
0.02153,0.00496
0.00204,0.00047
0.01077,0.00248
0.00026,6.00E-05
0.00379,0.00087
0.00643,0.00148
0.0035,0.00081
0.00012,3.00E-05
0.00175,4.00E-04
0.01464,0.00337
0.00028,6.00E-05
9.00E-05,2.00E-05
0.00063,0.00015
0.00172,4.00E-04
0.00175,4.00E-04
0.00069,0.00016
0.00058,0.00013
0.00379,0.00087
0.00781,0.0018
0.00175,4.00E-04
1.00E-05,0
9.00E-05,2.00E-05
0.03261,0.00751
0.00175,4.00E-04
0.00318,0.00073
0.00587,0.00135
0.00026,6.00E-05
0.00015,4.00E-05
9.00E-05,2.00E-05
0.00427,0.00098
0.00235,0.00054
3.00E-05,1.00E-05
0.01152,0.00265
0.00408,0.00094
0.00129,3.00E-04
0.0453,0.01043
0.00292,0.00067
0.02673,0.00615
1.00E-05,0
0.00204,0.00047
0.00267,0.00061
0.0047,0.00108
9.00E-05,2.00E-05
0.01004,0.00231
0.00158,0.00036
0.0047,0.00108
0.00108,0.00025
0.00175,4.00E-04
0.00175,4.00E-04
0.00263,6.00E-04
0.0197,0.00453
0.0035,0.00081
0.00265,0.00061
0.00175,4.00E-04
0.05198,0.01197
1.00E-05,0
0.00175,4.00E-04
0.0023,0.00053
0.00097,0.00022
0.01307,0.00301
0.01587,0.00365
0.00034,8.00E-05
0.00204,0.00047
9.00E-05,2.00E-05
0.00043,1.00E-04
0.02307,0.00531
0.00222,0.00051
0.00438,0.00101
0.00233,0.00054
0.00025,6.00E-05
0.01671,0.00385
0.01609,0.0037
0.00985,0.00227
0.00071,0.00016
0.00157,0.00036
0.00263,6.00E-04
0.00125,0.00029
0.00204,0.00047
0.00337,0.00078
0.00285,0.00066
0.00395,0.00091
2.00E-05,1.00E-05
0.00047,0.00011
0.00026,6.00E-05
0.002,0.00046
0.00175,4.00E-04
8.00E-05,2.00E-05
0.01688,0.00389
0.0035,0.00081
0.01284,0.00296
0.00438,0.00101
0.00011,3.00E-05
0.00175,4.00E-04
0.00733,0.00169
0.00263,6.00E-04
0.00554,0.00128
0,0
0.04824,0.01111
0.00233,0.00054
0.03882,0.00894
0.01794,0.00413
0.003,0.00069
0.00233,0.00054
0.00379,0.00087
0.00175,4.00E-04
0.00292,0.00067
0.00233,0.00054
0.00012,3.00E-05
0.01258,0.0029
0.00012,3.00E-05
0,0
0.00875,0.00202
0.0131,0.00302
0.00203,0.00047
0.03712,0.00855
0.00175,4.00E-04
0.00548,0.00126
0.00209,0.00048
0.00525,0.00121
0.01295,0.00298
0.00026,6.00E-05
0.00759,0.00175
9.00E-05,2.00E-05
0.00253,0.00058
0.01464,0.00337
0.01296,0.00298
0.00175,4.00E-04
0.00934,0.00215
0.00467,0.00107
0.00292,0.00067
0.00204,0.00047
0.00041,9.00E-05
0.01364,0.00314
0.01478,0.0034
0.00493,0.00114
0.00109,0.00025
0.00204,0.00047
0.02801,0.00645
0.02092,0.00482
0.00263,6.00E-04
0.00321,0.00074
0.00204,0.00047
0.00263,6.00E-04
0.01924,0.00443
0.00208,0.00048
0.0175,0.00403
0.00408,0.00094
0.00192,0.00044
9.00E-05,2.00E-05
0.01176,0.00271
0.00051,0.00012
0.03132,0.00721
0.00467,0.00107
0.00175,4.00E-04
0.00303,7.00E-04
0.00263,6.00E-04
0.00083,0.00019
0.00563,0.0013
0.00263,0.00061
0.00074,0.00017
0.00023,5.00E-05
0.00028,6.00E-05
0.01659,0.00382
0.00026,6.00E-05
0.00036,8.00E-05
0.00026,6.00E-05
0.00175,4.00E-04
0.00204,0.00047
0.00438,0.00101
0.00395,0.00091
0.00487,0.00112
0.00193,0.00045
0.00011,3.00E-05
0.00263,6.00E-04
0.00337,0.00078
0.00204,0.00047
0.00272,0.00063
0.00569,0.00131
0.00466,0.00107
0.00408,0.00094
0.00481,0.00111
0.00263,6.00E-04
0.00067,0.00015
0.00023,5.00E-05
0.00204,0.00047
0.00918,0.00211
0.00587,0.00135
0.00554,0.00128
0.00175,4.00E-04
0.00021,5.00E-05
0.00233,0.00054
0.00233,0.00054
0.00175,4.00E-04
0.00175,4.00E-04
0.00071,0.00016
0.08805,0.02027
0.00557,0.00128
0.00341,0.00078
0.00039,9.00E-05
0.00801,0.00184
0.00233,0.00054
0.00747,0.00172
0.00011,3.00E-05
0.00118,0.00027
0.00204,0.00047
0.00341,0.00078
0.00474,0.00109
0.10954,0.02522
0.04484,0.01032
0.00113,0.00026
1.00E-05,0
0.03612,0.00832
0.00155,0.00036
0.00204,0.00047
0.00157,0.00036
0.04548,0.01047
0.00049,0.00011
0.00817,0.00188
0.00089,2.00E-04
0.00212,0.00049
0.00481,0.00111
0.02751,0.00633
0.00272,0.00063
0.01699,0.00391
0.00548,0.00126
0.00029,7.00E-05
0.05606,0.01291
0.00076,0.00018
0.00113,0.00026
1.00E-05,0
0.00081,0.00019
0.00233,0.00054
0.00978,0.00225
0.00156,0.00036
0.01482,0.00341
0.00233,0.00054
0.00023,5.00E-05
0.00204,0.00047
0.00589,0.00136
0.0016,0.00037
0.00341,0.00078
0.00294,0.00068
0.00263,6.00E-04
1.00E-05,0
0.00184,0.00042
0.01957,0.00451
0.00537,0.00124
0.00023,5.00E-05
0.00175,4.00E-04
0.00097,0.00022
0.00738,0.0017
0.00353,0.00081
0.0012,0.00028
0.00422,0.00097
0.00175,4.00E-04
0.00175,4.00E-04
0.01176,0.00271
0.0074,0.0017
0.00467,0.00107
0.00755,0.00174
0.00068,0.00016
0.09834,0.02264
0.00036,8.00E-05
0.00031,7.00E-05
7.00E-05,2.00E-05
0.00026,6.00E-05
0.0037,0.00085
0.00024,6.00E-05
0.00204,0.00047
0.01167,0.00269
0.00175,4.00E-04
0.00554,0.00128
0.04455,0.01026
0.01101,0.00253
0.05509,0.01268
0.00481,0.00111
0.00026,6.00E-05
0.00317,0.00073
0.00453,0.00104
0.00729,0.00168
0.00292,0.00067
0.00045,1.00E-04
0.0061,0.0014
1.00E-04,2.00E-05
0.01079,0.00249
0.0016,0.00037
0.00759,0.00175
0.00128,3.00E-04
0.00655,0.00151
0.00275,0.00063
0,0
0.00267,0.00061
0.00693,0.0016
3.00E-04,7.00E-05
0.0035,0.00081
0.00469,0.00108
0.00043,1.00E-04
0.00175,4.00E-04
0.00408,0.00094
0.00127,0.00029
0.01792,0.00413
0.00233,0.00054
0.00291,0.00067
0.00175,4.00E-04
0.00625,0.00144
0.0026,6.00E-04
0.00204,0.00047
0.00026,6.00E-05
0.00011,3.00E-05
0.00884,0.00203
0.0035,0.00081
0.00519,0.0012
0.0032,0.00074
0.00143,0.00033
0.00642,0.00148
0.00233,0.00054
0.00112,0.00026
0.00145,0.00033
0.00321,0.00074
0.00137,0.00031
0.00043,1.00E-04
0.00292,0.00067
0.00304,7.00E-04
0.06872,0.01582
0.00239,0.00055
0.00519,0.0012
0.00233,0.00054
0.01008,0.00232
0.00321,0.00074
0.00233,0.00054
0.00017,4.00E-05
0.00256,0.00059
0.00026,6.00E-05
0.00292,0.00067
0.00648,0.00149
0.0102,0.00235
0.01634,0.00376
0.00799,0.00184
0.00046,1.00E-04
0.00036,8.00E-05
0,0
0.00175,4.00E-04
0.00204,0.00047
0.0026,6.00E-04
0.00157,0.00036
0.01265,0.00291
0.00087,2.00E-04
0.00106,0.00024
0.03456,0.00796
0.00175,4.00E-04
0.00321,0.00074
0.1483,0.03414
0.00175,4.00E-04
0.00018,4.00E-05
0.00657,0.00151
0.00175,4.00E-04
0.0017,0.00039
0.00867,0.002
0.0017,0.00039
0.00233,0.00054
0,0
0.00389,9.00E-04
0.00878,0.00202
0.00408,0.00094
0.00928,0.00214
0.00106,0.00024
0.00288,0.00066
0.00034,8.00E-05
0.00461,0.00106
0.00106,0.00024
0.01791,0.00412
0.00026,6.00E-05
0.00413,0.00095
0.00175,4.00E-04
0.00321,0.00074
0.00759,0.00175
0.00978,0.00225
0.03276,0.00754
0.00434,0.001
0.00288,0.00066
0.00818,0.00188
0.00077,0.00018
0.00233,0.00054
0.01701,0.00392
0.00175,4.00E-04
1.00E-05,0
0.00036,8.00E-05
0.01481,0.00341
0.00175,4.00E-04
0.00129,3.00E-04
0.00036,8.00E-05
0.00043,1.00E-04
1.00E-05,0
0.01342,0.00309
0.00263,6.00E-04
0.00323,0.00074
0.00011,3.00E-05
0.00207,0.00048
0.00157,0.00036
0.00175,4.00E-04
9.00E-05,2.00E-05
0.0013,3.00E-04
0.01081,0.00249
0.00013,3.00E-05
0,0
0.00204,0.00047
0.05987,0.01378
0.00657,0.00151
0.00879,0.00202
0.02177,0.00501
0.00175,4.00E-04
0.00214,0.00049
0.00292,0.00067
0.00175,4.00E-04
0.00012,3.00E-05
0.00421,0.00097
0.00591,0.00136
0.00583,0.00134
0.00204,0.00047
0.00175,4.00E-04
0.00058,0.00013
0.00012,3.00E-05
0.00177,0.00041
5.00E-05,1.00E-05
0.00474,0.00109
0.00805,0.00185
0.02329,0.00536
0.00204,0.00047
0.00017,4.00E-05
0.00169,0.00039
0.01255,0.00289
0.01666,0.00384
0.01459,0.00336
0.00136,0.00031
0.00106,0.00024
2.00E-05,0
0.00148,0.00034
0.00181,0.00042
0.00263,6.00E-04
0.00642,0.00148
3.00E-04,7.00E-05
2.00E-05,0
7.00E-05,1.00E-05
0.03405,0.00784
0.00175,4.00E-04
5.00E-05,1.00E-05
0.00671,0.00154
0.01481,0.00341
0.00149,0.00034
0.00525,0.00121
0.00559,0.00129
0.00263,0.00061
0.0105,0.00242
0.00422,0.00097
0.00554,0.00128
0.00505,0.00116
0.00453,0.00104
0.00175,4.00E-04
0.00566,0.0013
0.00169,0.00039
0.01739,0.004
1.00E-05,0
0.00175,4.00E-04
0.00846,0.00195
0.00321,0.00074
0.00175,4.00E-04
0.09677,0.02228
0.00144,0.00033
0.00175,4.00E-04
0.00175,4.00E-04
0.00175,4.00E-04
0.00337,0.00078
0.00176,4.00E-04
0.00438,0.00101
0.00233,0.00054
0.01151,0.00265
0.01866,0.0043
0.00063,0.00015
0.00379,0.00087
0.00011,3.00E-05
0.01759,0.00405
0.00839,0.00193
0.00978,0.00225
0.00039,9.00E-05
0.00046,0.00011
9.00E-05,2.00E-05
0.05618,0.01293
0.00467,0.00107
9.00E-05,2.00E-05
7.00E-05,2.00E-05
0.00214,0.00049
0.00992,0.00228
7.00E-05,2.00E-05
1.00E-05,0
0.00233,0.00054
0.00091,0.00021
0.01232,0.00284
0.00263,6.00E-04
0.00682,0.00157
0.00263,6.00E-04
0.00232,0.00053
0.00092,0.00021
0.00106,0.00024
2.00E-05,0
0.00479,0.0011
4.00E-05,1.00E-05
0.0147,0.00338
0.00062,0.00014
0.00408,0.00094
0.00042,1.00E-04
0.00079,0.00018
0,0
0,0
0.00408,0.00094
0.00204,0.00047
0.01223,0.00281
0.00702,0.00162
0.00525,0.00121
0.00033,8.00E-05
0.01268,0.00292
0.00043,1.00E-04
0.00028,6.00E-05
0.00496,0.00114
0.07311,0.01683
0.00091,0.00021
0.00013,3.00E-05
0.00142,0.00033
0.00316,0.00073
0.01109,0.00255
0.00227,0.00052
0.0147,0.00338
0.05112,0.01177
0.00642,0.00148
0.00175,4.00E-04
0.01722,0.00396
0.0075,0.00173
0.00467,0.00107
0.00493,0.00113
0.00087,2.00E-04
0.31023,0.07142
0.00263,0.00061
0.00039,9.00E-05
0.00032,7.00E-05
0.00025,6.00E-05
0.00012,3.00E-05
0.00103,0.00024
0.00598,0.00138
0.00233,0.00054
0.00292,0.00067
0.00175,4.00E-04
0.00175,4.00E-04
0.0104,0.00239
0.00584,0.00135
0.06001,0.01382
4.00E-05,1.00E-05
2.00E-05,0
0.00856,0.00197
0.00751,0.00173
0.00204,0.00047
0.00253,0.00058
0.00268,0.00062
0.00233,0.00054
4.00E-05,1.00E-05
2.00E-05,0
0.0035,0.00081
0.00655,0.00151
0.00261,6.00E-04
0.00175,4.00E-04
0.0035,0.00081
0.02559,0.00589
0.00036,8.00E-05
0.00263,6.00E-04
0.00312,0.00072
0.00145,0.00033
0.00655,0.00151
0.001,0.00023
0.00467,0.00107
0.02982,0.00686
0.00019,4.00E-05
0.00035,8.00E-05
0.00309,0.00071
0.00175,4.00E-04
0.02936,0.00676
0.00017,4.00E-05
0.00292,0.00067
0.00644,0.00148
0.02541,0.00585
0.00014,3.00E-05
0.00999,0.0023
0.00039,9.00E-05
0.00204,0.00047
0.00055,0.00013
0.00854,0.00197
0.00311,0.00072
0.08835,0.02034
0.00175,4.00E-04
0.00204,0.00047
0.00292,0.00067
0.00263,6.00E-04
0.00027,6.00E-05
0.01459,0.00336
0.00292,0.00067
1.00E-05,0
0.01154,0.00266
0.06571,0.01513
1.00E-05,0
0.00148,0.00034
0.00175,4.00E-04
0.00175,4.00E-04
0.00174,4.00E-04
0.00112,0.00026
0.01079,0.00249
2.00E-05,0
0.00233,0.00054
0.00233,0.00054
0.00204,0.00047
0.00148,0.00034
0.00175,4.00E-04
0.00321,0.00074
0.00175,4.00E-04
0.01758,0.00405
0.00233,0.00054
0.00021,5.00E-05
1.00E-05,0
0.00991,0.00228
0.00785,0.00181
0.03462,0.00797
0.00039,9.00E-05
0.03138,0.00722
0.02333,0.00537
0.00423,0.00097
0.00475,0.00109
0.00835,0.00192
0.00791,0.00182
0.00956,0.0022
0.00021,5.00E-05
0.00012,3.00E-05
0.00018,4.00E-05
0.00072,0.00017
0.00214,0.00049
7.00E-04,0.00016
0.00131,3.00E-04
0.00056,0.00013
0.00263,6.00E-04
0.00231,0.00053
0.00862,0.00198
0.00377,0.00087
0.00215,5.00E-04
0.00158,0.00036
0.00297,0.00068
0.00627,0.00144
0.007,0.00161
1.00E-05,0
0.00047,0.00011
0.01053,0.00242
0.00236,0.00054
0.00023,5.00E-05
3.00E-05,1.00E-05
0.00023,5.00E-05
0.0041,0.00094
0.00292,0.00067
2.00E-04,5.00E-05
0.00175,4.00E-04
0.00263,6.00E-04
0.00011,3.00E-05
0.02206,0.00508
0.00175,4.00E-04
0.01077,0.00248
0.00874,0.00201
0.0147,0.00338
0.01337,0.00308
9.00E-05,2.00E-05
0.00467,0.00107
0.00175,4.00E-04
0.00079,0.00018
0.00992,0.00228
0.00017,4.00E-05
0.00127,0.00029
0.00098,0.00023
0.01021,0.00235
0.00021,5.00E-05
0.00819,0.00188
0.00467,0.00107
0.12302,0.02832
0.00321,0.00074
0.00318,0.00073
9.00E-05,2.00E-05
0.00039,9.00E-05
0.0035,0.00081
0.04858,0.01118
0.00438,0.00101
0,0
0.00057,0.00013
0.00107,0.00025
0.00233,0.00054
0.0011,0.00025
0,0
0.00129,3.00E-04
0.00717,0.00165
0.00729,0.00168
0.032,0.00737
0.00204,0.00047
3.00E-05,1.00E-05
0.00127,0.00029
0.00189,0.00043
0.00453,0.00104
0.00175,4.00E-04
0.00316,0.00073
0.01079,0.00249
0.00571,0.00131
0.00291,0.00067
0.01095,0.00252
0.02024,0.00466
0.00175,4.00E-04
9.00E-05,2.00E-05
0.00642,0.00148
0.00175,4.00E-04
0.00442,0.00102
0.0068,0.00156
0.01375,0.00317
0.0035,0.00081
0.00204,0.00047
0.00051,0.00012
0.00787,0.00181
0.00077,0.00018
0.00588,0.00135
0.00204,0.00047
0.014,0.00322
0.01,0.0023
0.00432,0.00099
0.00204,0.00047
0.00285,0.00066
0.00085,2.00E-04
0.00204,0.00047
0.00175,4.00E-04
0.01786,0.00411
0.00204,0.00047
0.00155,0.00036
0.00158,0.00036
0.00175,4.00E-04
0.00106,0.00024
0.00993,0.00229
4.00E-05,1.00E-05
0.05679,0.01308
0.02957,0.00681
0.00681,0.00157
0.00757,0.00174
0.00368,0.00085
1.00E-05,0
0.00017,4.00E-05
0.03405,0.00784
0.00322,0.00074
0.00058,0.00013
0.00214,0.00049
0.02278,0.00525
0.00032,7.00E-05
0.00321,0.00074
0.00655,0.00151
0.02826,0.00651
0.00017,4.00E-05
0.00231,0.00053
0.08653,0.01992
0.01678,0.00386
0.00185,0.00043
0.02555,0.00588
2.00E-05,0
0.02352,0.00541
0.00421,0.00097
0.00106,0.00024
0.00204,0.00047
0.00263,6.00E-04
0.01547,0.00356
0.00227,0.00052
0.03283,0.00756
0.00175,4.00E-04
0.00041,9.00E-05
0.00408,0.00094
0.02291,0.00527
8.00E-04,0.00018
0.00741,0.00171
0.00619,0.00143
0.00233,0.00054
0.00359,0.00083
0.00057,0.00013
0.00292,0.00067
0.0233,0.00536
0.00233,0.00054
0.01725,0.00397
0.01745,0.00402
0.00175,4.00E-04
0.00136,0.00031
0.00208,0.00048
0.00226,0.00052
0.00087,2.00E-04
0.00175,4.00E-04
0.00221,0.00051
0.01878,0.00432
0.00175,4.00E-04
0.00175,4.00E-04
0.00321,0.00074
0.00127,0.00029
0.06012,0.01384
0.01168,0.00269
0.00933,0.00215
0.00379,0.00087
0.00263,6.00E-04
0.00359,0.00083
0.00442,0.00102
0.00159,0.00037
0.02689,0.00619
0.00486,0.00112
0.00047,0.00011
0.00495,0.00114
0.0016,0.00037
0.00123,0.00028
0.00301,0.00069
9.00E-05,2.00E-05
0.00204,0.00047
0.00204,0.00047
0.00043,1.00E-04
0.00227,0.00052
0.00026,6.00E-05
0.00409,0.00094
0.00233,0.00054
0.00263,6.00E-04
0.0143,0.00329
0.01659,0.00382
0.00175,4.00E-04
6.00E-04,0.00014
0.00039,9.00E-05
0.00054,0.00013
0.06513,0.015
0.0035,0.00081
0.00422,0.00097
0.00696,0.0016
0.00194,0.00045
0.00421,0.00097
0.00698,0.00161
0.00236,0.00054
0.0503,0.01158
0.00175,4.00E-04
0.00175,4.00E-04
0.01305,0.003
0.00263,6.00E-04
0.00729,0.00168
0.00974,0.00224
0.00339,0.00078
5.00E-05,1.00E-05
0.0035,0.00081
0.00204,0.00047
0.00439,0.00101
0.0178,0.0041
0.00204,0.00047
0.0029,0.00067
0.00063,0.00015
0.00104,0.00024
0.00299,0.00069
0.00175,4.00E-04
0.00124,0.00028
0.00021,5.00E-05
2.00E-05,0
3.00E-05,1.00E-05
0.00071,0.00016
0.00207,0.00048
0,0
0.011,0.00253
0.00875,0.00202
0.00496,0.00114
0.00204,0.00047
0.00026,6.00E-05
0.04354,0.01002
0.00063,0.00015
0.00181,0.00042
4.00E-05,1.00E-05
0.15742,0.03624
0.08919,0.02053
0.00204,0.00047
0.00201,0.00046
0.00021,5.00E-05
0.00335,0.00077
0.02685,0.00618
0.00027,6.00E-05
0.02584,0.00595
0.00602,0.00139
0.00214,0.00049
0.00377,0.00087
0.00263,6.00E-04
0.01087,0.0025
0.00552,0.00127
0.00011,3.00E-05
0.00175,4.00E-04
0.00642,0.00148
0.00123,0.00028
0.00233,0.00054
1.00E-05,0
0.03312,0.00763
0.0035,0.00081
0.00415,0.00095
0.00968,0.00223
0.00058,0.00013
1.00E-05,0
0.00583,0.00134
0.00023,5.00E-05
0.0026,6.00E-04
0.00026,6.00E-05
0.02104,0.00484
0.00211,0.00049
0.00017,4.00E-05
0.00846,0.00195
0.00175,4.00E-04
0.00321,0.00074
0.00815,0.00188
0.00175,4.00E-04
0.00554,0.00128
0.00292,0.00067
0.00427,0.00098
0.00132,3.00E-04
0.01048,0.00241
0,0
0.01581,0.00364
1.00E-05,0
0.00233,0.00054
0.00263,6.00E-04
0.00336,0.00077
0.0018,0.00042
0.00963,0.00222
0.00232,0.00054
0.03498,0.00805
0.00087,2.00E-04
0.00655,0.00151
0.00175,4.00E-04
0.00204,0.00047
0.02801,0.00645
7.00E-05,2.00E-05
0.00233,0.00054
0.00175,4.00E-04
0.0035,0.00081
0.00292,0.00067
0.0143,0.00329
0.00978,0.00225
0.00012,3.00E-05
0.00759,0.00175
0.00045,1.00E-04
0.00099,0.00023
0.00017,4.00E-05
0.00063,0.00015
0.10743,0.02473
0.00438,0.00101
0.00315,0.00072
0.00175,4.00E-04
0.00043,1.00E-04
0.00379,0.00087
0.00175,4.00E-04
0.00904,0.00208
0.00175,4.00E-04
0.00379,0.00087
0.00175,4.00E-04
