FemaleFrequency,MaleFrequency
0.00209,0.00048
0.00079,0.00018
0.00175,4.00E-04
0.00523,0.0012
0.017,0.00391
0.00195,0.00045
7.00E-04,0.00016
1.00E-05,0
0.00321,0.00074
0.01614,0.00372
0.00613,0.00141
0.00175,4.00E-04
0.00582,0.00134
0.00175,4.00E-04
0.00496,0.00114
8.00E-05,2.00E-05
0.01275,0.00294
0.00175,4.00E-04
0.00175,4.00E-04
0.00092,0.00021
0,0
0.09477,0.02182
0.00214,0.00049
0.00233,0.00054
0.00204,0.00047
0.00338,0.00078
0.00321,0.00074
0.00051,0.00012
0.00026,6.00E-05
0.00106,0.00024
0,0
0.01313,0.00302
0.00132,3.00E-04
0.0026,6.00E-04
0.00239,0.00055
0.00992,0.00228
2.00E-05,1.00E-05
0.0035,0.00081
0.00485,0.00112
0.02335,0.00538
0.00565,0.0013
0.00233,0.00054
0.00122,0.00028
0.03444,0.00793
0.07308,0.01682
0.00233,0.00054
0.00085,2.00E-04
0.00112,0.00026
0.00063,0.00015
0.0886,0.0204
0.02601,0.00599
0.00157,0.00036
0.01983,0.00456
0.00344,0.00079
0.00108,0.00025
0.00134,0.00031
0.00496,0.00114
0.06053,0.01394
0.12381,0.02851
0.00046,0.00011
0.00175,4.00E-04
0.00156,0.00036
9.00E-05,2.00E-05
0.00175,4.00E-04
0.00127,0.00029
0.0097,0.00223
0.01983,0.00456
0.00422,0.00097
0.00263,6.00E-04
0.00093,0.00021
0.00157,0.00036
0.00262,6.00E-04
0.00233,0.00054
0.00071,0.00016
0.00192,0.00044
0.05423,0.01248
0.0039,9.00E-04
0.00292,0.00067
0.00233,0.00054
0.00175,4.00E-04
0.00034,8.00E-05
0.01577,0.00363
0.00091,0.00021
0.00233,0.00054
0.00479,0.0011
0.02672,0.00615
0.00671,0.00154
0.00175,4.00E-04
0.0014,0.00032
0.01221,0.00281
0.00263,6.00E-04
0.00018,4.00E-05
0.00018,4.00E-05
0.00148,0.00034
1.00E-04,2.00E-05
0.00175,4.00E-04
0.03736,0.0086
0.00322,0.00074
0.00106,0.00024
0.00321,0.00074
0.00031,7.00E-05
0.00067,0.00015
0.00225,0.00052
0,0
3.00E-05,1.00E-05
0.00233,0.00054
0.00026,6.00E-05
0.00158,0.00036
0.00154,0.00036
0.00132,3.00E-04
0.00263,6.00E-04
1.00E-05,0
0.0035,0.00081
0.00175,4.00E-04
0.00181,0.00042
0.0044,0.00101
0.00975,0.00224
0.00204,0.00047
9.00E-05,2.00E-05
0.00024,5.00E-05
0.00175,4.00E-04
0.01057,0.00243
0.0198,0.00456
0.01313,0.00302
0.007,0.00161
0.00113,0.00026
0.00642,0.00148
0.00379,0.00087
0.00204,0.00047
0.00968,0.00223
0.00233,0.00054
0.00026,6.00E-05
0.00233,0.00054
6.00E-05,1.00E-05
0.00442,0.00102
0.00233,0.00054
0.0017,0.00039
0.00303,7.00E-04
0.00087,2.00E-04
0.00602,0.00139
0.00438,0.00101
0.00292,0.00067
0.00263,6.00E-04
0.00191,0.00044
0.00115,0.00027
0.00046,0.00011
7.00E-05,2.00E-05
0.00063,0.00015
0.00175,4.00E-04
0,0
0.00698,0.00161
0.00011,3.00E-05
0.0018,0.00041
0.00175,4.00E-04
0.01169,0.00269
0.00166,0.00038
0.00175,4.00E-04
0.00175,4.00E-04
0.02911,0.0067
0.00408,0.00094
0.00204,0.00047
0.01029,0.00237
0.00036,8.00E-05
0.00233,0.00054
0.00389,9.00E-04
0.01528,0.00352
0.00175,4.00E-04
0.00292,0.00067
0.00021,5.00E-05
0.01424,0.00328
9.00E-04,0.00021
0.00525,0.00121
0.00292,0.00067
3.00E-04,7.00E-05
0.00204,0.00047
0.00043,1.00E-04
0.00104,0.00024
0.01966,0.00453
0.00629,0.00145
0.06564,0.01511
0.00292,0.00067
0.00175,4.00E-04
0.04047,0.00932
0.00292,0.00067
0.03156,0.00727
0.00012,3.00E-05
0.00379,0.00087
0.00175,4.00E-04
0.00541,0.00124
0.02719,0.00626
0.00096,0.00022
0.00233,0.00054
0.00554,0.00128
0.00347,8.00E-04
0.00175,4.00E-04
0.00204,0.00047
5.00E-05,1.00E-05
0.00846,0.00195
0.00321,0.00074
1.00E-05,0
0.00126,0.00029
0.00263,6.00E-04
0.00026,6.00E-05
0.01915,0.00441
0.00645,0.00148
0.00263,6.00E-04
0.00011,3.00E-05
0.00535,0.00123
0.06838,0.01574
0.01224,0.00282
0.00204,0.00047
0.00043,1.00E-04
0.00039,9.00E-05
0.00166,0.00038
8.00E-04,0.00019
0.01196,0.00275
0.00379,0.00087
0.00467,0.00107
0.00842,0.00194
0.00034,8.00E-05
0.00761,0.00175
0.00019,4.00E-05
0.00263,0.00061
0.00233,0.00054
0.00123,0.00028
0.01277,0.00294
0.01646,0.00379
0.00035,8.00E-05
0,0
0.00423,0.00097
0.00613,0.00141
0.00875,0.00202
0.00204,0.00047
0.00535,0.00123
0.01398,0.00322
0.00156,0.00036
0.00012,3.00E-05
0.00079,0.00018
0.00874,0.00201
0.09999,0.02302
0.00087,2.00E-04
0.00655,0.00151
0.00263,6.00E-04
0.00408,0.00094
0.00021,5.00E-05
0.00063,0.00015
0.00404,0.00093
0.00056,0.00013
0.03101,0.00714
0.00233,0.00054
0.10556,0.0243
0.0053,0.00122
0.00379,0.00087
0.00192,0.00044
0.00866,0.00199
0.00321,0.00074
0.00263,6.00E-04
0.00233,0.00054
0.00313,0.00072
0.04771,0.01098
0.00233,0.00054
0.00149,0.00034
0.00233,0.00054
0.00938,0.00216
0.00014,3.00E-05
0.00321,0.00074
0.00094,0.00022
0.00175,4.00E-04
0.01426,0.00328
0.04861,0.01119
0.00233,0.00054
6.00E-04,0.00014
0.00321,0.00074
0,0
0.00978,0.00225
0.00175,4.00E-04
0.02158,0.00497
0.00465,0.00107
0.00067,0.00015
0.00043,1.00E-04
0.00175,4.00E-04
0.00175,4.00E-04
0.00321,0.00074
0.00425,0.00098
0.01233,0.00284
1.00E-05,0
0.00175,4.00E-04
0.0068,0.00156
0.00204,0.00047
0.00162,0.00037
0.005,0.00115
0.00496,0.00114
1.00E-04,2.00E-05
0.00204,0.00047
0.00991,0.00228
0.00175,4.00E-04
0.00496,0.00114
4.00E-05,1.00E-05
0.00117,0.00027
0.00321,0.00074
0.00204,0.00047
0.08522,0.01962
0.00021,5.00E-05
0.09376,0.02159
0.00247,0.00057
0.00788,0.00181
0.04666,0.01074
0.0014,0.00032
0.00207,0.00048
7.00E-05,2.00E-05
0.01549,0.00357
0.00175,4.00E-04
0.00292,0.00067
0.01166,0.00269
0.00321,0.00074
0.03115,0.00717
0.00819,0.00189
0.00175,4.00E-04
0.00292,0.00067
0.00027,6.00E-05
0.00321,0.00074
0.00026,6.00E-05
0.00292,0.00067
0.00263,6.00E-04
0.00175,4.00E-04
0.0044,0.00101
0.00091,0.00021
0.00637,0.00147
0.00304,7.00E-04
0.03255,0.00749
0.00233,0.00054
0.00175,4.00E-04
0.00106,0.00024
0.00085,2.00E-04
0.00221,0.00051
0.00247,0.00057
0.01141,0.00263
0.00178,0.00041
0.00068,0.00016
0.00263,6.00E-04
0.01364,0.00314
0.00204,0.00047
0.00466,0.00107
0.00233,0.00054
0.00105,0.00024
0.00379,0.00087
0.00113,0.00026
0.00158,0.00036
0.01009,0.00232
0.00026,6.00E-05
0.00351,0.00081
5.00E-04,0.00012
0.00015,4.00E-05
0.00087,2.00E-04
0.00554,0.00128
0.00321,0.00074
0.00278,0.00064
0.00838,0.00193
0.01806,0.00416
0.00106,0.00024
0,0
0.00175,4.00E-04
0.0035,0.00081
0.00889,0.00205
0.00085,2.00E-04
0.00048,0.00011
0.00018,4.00E-05
0.00788,0.00181
0.00233,0.00054
3.00E-05,1.00E-05
0.0026,6.00E-04
0.00138,0.00032
0.00113,0.00026
0.03653,0.00841
0.00263,6.00E-04
0.00408,0.00094
0.01313,0.00302
0.00021,5.00E-05
0.00134,0.00031
0.00642,0.00148
0.0233,0.00536
0.00292,0.00067
0.07095,0.01634
0.00703,0.00162
0.01873,0.00431
0.00026,6.00E-05
0.00175,4.00E-04
0.00197,0.00045
0.00178,0.00041
0.00016,4.00E-05
0.00023,5.00E-05
0.00525,0.00121
0.00026,6.00E-05
0.00108,0.00025
0.00233,0.00054
0.00263,6.00E-04
0.06245,0.01438
0.00192,0.00044
0.03289,0.00757
0.01328,0.00306
0.00263,6.00E-04
0.01337,0.00308
0.00824,0.0019
0.01994,0.00459
0.00539,0.00124
0.00039,9.00E-05
0.00532,0.00122
0.00204,0.00047
0.05541,0.01276
0.00496,0.00114
0.01904,0.00438
0.00714,0.00164
0.00053,0.00012
0.00158,0.00036
0.00349,8.00E-04
0.00241,0.00056
0.006,0.00138
0.00061,0.00014
0.00026,6.00E-05
0.00204,0.00047
0.00175,4.00E-04
0.02599,0.00598
0.0577,0.01328
0.00013,3.00E-05
0.00263,6.00E-04
0.00175,4.00E-04
0.00263,6.00E-04
0.00389,9.00E-04
0.00988,0.00227
3.00E-05,1.00E-05
0.01079,0.00249
0.00563,0.0013
0.00466,0.00107
0.00175,4.00E-04
0.00233,0.00054
0.00292,0.00067
0.00087,2.00E-04
3.00E-05,1.00E-05
0.04717,0.01086
0.00035,8.00E-05
0.00679,0.00156
4.00E-05,1.00E-05
0.00233,0.00054
0.00175,4.00E-04
0.00017,4.00E-05
0.02567,0.00591
0.01915,0.00441
0.00127,0.00029
0.00527,0.00121
0.00175,4.00E-04
0.00156,0.00036
0.00175,4.00E-04
0.00263,6.00E-04
0.03686,0.00849
0.007,0.00161
0.0017,0.00039
0.00086,2.00E-04
0.00478,0.0011
0.06496,0.01496
0.00014,3.00E-05
0.00233,0.00054
0.00233,0.00054
0.00802,0.00185
0.00817,0.00188
0.00132,3.00E-04
0.00671,0.00154
0.00148,0.00034
0.0065,0.0015
0.00321,0.00074
0.00017,4.00E-05
9.00E-04,0.00021
0.00175,4.00E-04
0.00292,0.00067
0.00294,0.00068
0.00127,0.00029
0.00127,0.00029
0.00157,0.00036
0.00341,0.00078
0.00047,0.00011
0.03713,0.00855
0.0094,0.00216
0.0429,0.00988
0.00978,0.00225
0.01085,0.0025
2.00E-05,1.00E-05
0.00233,0.00054
0.00204,0.00047
0.01423,0.00328
0.00087,2.00E-04
0.03457,0.00796
0.00085,2.00E-04
0.00185,0.00043
0.00363,0.00084
0.00026,6.00E-05
0.00285,0.00066
0.00079,0.00018
0.00496,0.00114
0.00037,8.00E-05
0.00874,0.00201
0.00263,0.00061
0.02867,0.0066
0.00239,0.00055
0.00485,0.00112
0.00175,4.00E-04
3.00E-04,7.00E-05
0.01048,0.00241
0.00058,0.00013
0.00263,6.00E-04
0.02478,0.0057
0.00114,0.00026
0.01517,0.00349
0.00267,0.00061
0.00419,0.00096
0.00181,0.00042
0.01793,0.00413
0.00584,0.00134
0.01691,0.00389
0.11924,0.02745
0.00012,3.00E-05
0.00496,0.00114
0.00062,0.00014
0.00132,3.00E-04
0.00085,2.00E-04
0.00194,0.00045
0.00233,0.00054
0.00525,0.00121
0.00118,0.00027
0.00788,0.00181
0.01337,0.00308
0.00215,5.00E-04
0.00379,0.00087
0.01329,0.00306
2.00E-05,0
0.00175,4.00E-04
0.00239,0.00055
0.00295,0.00068
1.00E-05,0
0.003,0.00069
0.00132,3.00E-04
0.00175,4.00E-04
0.00342,0.00079
0.0035,0.00081
0.03253,0.00749
0.00233,0.00054
2.00E-05,0
0.00548,0.00126
0.00095,0.00022
0.02175,0.00501
0.00178,0.00041
0.00263,6.00E-04
0.003,0.00069
0.00204,0.00047
0.00816,0.00188
0.00998,0.0023
0.00021,5.00E-05
0,0
0.00263,6.00E-04
0.05321,0.01225
0.00263,6.00E-04
0.00321,0.00074
0.0035,0.00081
0.00175,4.00E-04
0.00022,5.00E-05
0.00175,4.00E-04
0.01552,0.00357
0.00175,4.00E-04
0.00027,6.00E-05
0.00641,0.00148
0.00062,0.00014
0.00079,0.00018
0.00204,0.00047
0.01049,0.00242
0.00018,4.00E-05
0.00204,0.00047
0.00527,0.00121
0.00233,0.00054
0.00175,4.00E-04
0.00233,0.00054
9.00E-05,2.00E-05
0.00175,4.00E-04
0.00175,4.00E-04
0.00379,0.00087
0.00072,0.00017
0.00451,0.00104
0.03263,0.00751
7.00E-04,0.00016
0.00077,0.00018
0.00292,0.00067
0.00041,9.00E-05
0.00379,0.00087
0.00027,6.00E-05
0.00605,0.00139
0.01545,0.00356
0.00201,0.00046
0.00166,0.00038
0.00216,5.00E-04
0.00113,0.00026
0.00204,0.00047
0.00175,4.00E-04
0.00039,9.00E-05
0.00642,0.00148
0.00671,0.00154
0.01144,0.00263
0.00621,0.00143
0.00125,0.00029
0.01241,0.00286
0.0079,0.00182
9.00E-05,2.00E-05
0.00085,2.00E-04
0.00233,0.00054
0.00023,5.00E-05
0.01518,0.0035
0.01042,0.0024
0.00283,0.00065
0.00292,0.00067
0.0022,0.00051
0.00058,0.00013
0.00018,4.00E-05
0.00379,0.00087
0.00161,0.00037
0.00469,0.00108
0.00175,4.00E-04
0.00321,0.00074
0.00175,4.00E-04
0.00175,4.00E-04
0.00292,0.00067
0.00087,2.00E-04
0.00175,4.00E-04
0.00321,0.00074
0.00233,0.00054
0.00087,2.00E-04
0.00263,6.00E-04
0.00292,0.00067
0.00036,8.00E-05
0.00309,0.00071
0.02546,0.00586
0.00515,0.00119
0.00175,4.00E-04
0.0267,0.00615
0.00602,0.00139
0.00238,0.00055
0.02526,0.00582
0.00233,0.00054
0.00438,0.00101
0.04132,0.00951
0.00345,8.00E-04
0.00315,0.00072
0.01167,0.00269
0.01112,0.00256
0,0
0.00108,0.00025
0.00379,0.00087
0.00072,0.00017
0.00014,3.00E-05
0.00073,0.00017
0.00175,4.00E-04
0.00904,0.00208
0.00799,0.00184
0.00026,6.00E-05
0.00233,0.00054
0.00321,0.00074
0.00233,0.00054
0.00321,0.00074
0.0021,0.00048
0.01477,0.0034
0.00204,0.00047
0.00204,0.00047
0.00548,0.00126
1.00E-05,0
0.00013,3.00E-05
0.00029,7.00E-05
0.00321,0.00074
0.00062,0.00014
0.00321,0.00074
0.00101,0.00023
0.00204,0.00047
0.00204,0.00047
0.00148,0.00034
0.00026,6.00E-05
0.00175,4.00E-04
0.00085,2.00E-04
0.00175,4.00E-04
6.00E-05,1.00E-05
8.00E-05,2.00E-05
0.00233,0.00054
0.01024,0.00236
0.00204,0.00047
0.00068,0.00016
4.00E-05,1.00E-05
0.00021,5.00E-05
1.00E-05,0
0.00119,0.00027
0.00121,0.00028
0.06696,0.01542
0.03666,0.00844
0.00292,0.00067
0.014,0.00322
0.02905,0.00669
0.0026,6.00E-04
0.00109,0.00025
0.00067,0.00015
0.0233,0.00536
4.00E-05,1.00E-05
0.01272,0.00293
0.00058,0.00013
0.00292,0.00067
0.01976,0.00455
0.054,0.01243
0.18554,0.04272
0.00342,0.00079
0.00213,0.00049
0.00597,0.00137
0.00051,0.00012
0.00233,0.00054
0.00175,4.00E-04
0.01139,0.00262
0.00134,0.00031
0.01848,0.00425
0.00788,0.00181
0.02183,0.00503
0.00026,6.00E-05
0.00054,0.00012
0.00379,0.00087
2.00E-05,0
0.00461,0.00106
0.06766,0.01558
0.04815,0.01109
0.00561,0.00129
0.01308,0.00301
0.00631,0.00145
0.00026,6.00E-05
0.00978,0.00225
0.00108,0.00025
9.00E-05,2.00E-05
0.00808,0.00186
0.00095,0.00022
7.00E-05,1.00E-05
0.00175,4.00E-04
0.00175,4.00E-04
0.01979,0.00456
0.01308,0.00301
0.01745,0.00402
0.00233,0.00054
3.00E-05,1.00E-05
0.00875,0.00202
0.02348,0.00541
0.01067,0.00246
0.00039,9.00E-05
0.31283,0.07202
0.04954,0.01141
0.00036,8.00E-05
0.04777,0.011
0.01078,0.00248
0.0035,0.00081
0.00043,1.00E-04
0.00321,0.00074
0.00422,0.00097
0.00175,4.00E-04
0.00127,0.00029
0.003,0.00069
0.0122,0.00281
0.00011,3.00E-05
7.00E-05,2.00E-05
0.01534,0.00353
0.00707,0.00163
0.00116,0.00027
0.00175,4.00E-04
0.00875,0.00202
0.0017,0.00039
0.00934,0.00215
0.00292,0.00067
0.00011,3.00E-05
0.02226,0.00513
0.01698,0.00391
0.00687,0.00158
0.00525,0.00121
0.01149,0.00265
0.00263,6.00E-04
7.00E-05,2.00E-05
0.00146,0.00034
0.0515,0.01186
0.03596,0.00828
0.00104,0.00024
0.00438,0.00101
0.02801,0.00645
0.00286,0.00066
0.00033,8.00E-05
0.00175,4.00E-04
0.02332,0.00537
0.01078,0.00248
0.00488,0.00112
0.00201,0.00046
0.00175,4.00E-04
0.0018,0.00041
0.00063,0.00015
0.00175,4.00E-04
0.00036,8.00E-05
3.00E-05,1.00E-05
0.02087,0.0048
0.00292,0.00067
0.0243,0.00559
0.00175,4.00E-04
0.00467,0.00107
0.0016,0.00037
0.00876,0.00202
0.02947,0.00679
0.01104,0.00254
0.0035,0.00081
0.00263,6.00E-04
0.01952,0.0045
0.00204,0.00047
0.00046,0.00011
0.00292,0.00067
9.00E-04,0.00021
0.00263,6.00E-04
0.00263,6.00E-04
0.00204,0.00047
0.02809,0.00647
0.00072,0.00017
0.00028,6.00E-05
0.00408,0.00094
0.00414,0.00095
0.00233,0.00054
0.00175,4.00E-04
0.00152,0.00035
0.00036,8.00E-05
1.00E-04,2.00E-05
0.00631,0.00145
0.00875,0.00202
0.00765,0.00176
0.00292,0.00067
0.0061,0.00141
0.00292,0.00067
0.00132,3.00E-04
0.00211,0.00048
4.00E-05,1.00E-05
0.00292,0.00067
0.00085,2.00E-04
0.0178,0.0041
0.00068,0.00016
0.00051,0.00012
0.00031,7.00E-05
0.00374,0.00086
0.00299,0.00069
0.0232,0.00534
0.00408,0.00094
0.00194,0.00045
0.00067,0.00015
0.00079,0.00018
0.00106,0.00024
0.00408,0.00094
0.00175,4.00E-04
0.00175,4.00E-04
0.00204,0.00047
0.01767,0.00407
0.00379,0.00087
0.00292,0.00067
0.00467,0.00107
0.01106,0.00255
0.00175,4.00E-04
0.00299,0.00069
0.00044,1.00E-04
0.02707,0.00623
0.00204,0.00047
0.00175,4.00E-04
0.00459,0.00106
0.00377,0.00087
0.00326,0.00075
0.00175,4.00E-04
0.01153,0.00265
0.00371,0.00085
0.0061,0.0014
0.00388,0.00089
0.00607,0.0014
0.00063,0.00015
0.00011,3.00E-05
0.01365,0.00314
0.00233,0.00054
0.00175,4.00E-04
0.00315,0.00072
0.00148,0.00034
0.00233,0.00054
0.00175,4.00E-04
0.00292,0.00067
0.00175,4.00E-04
0.0325,0.00748
0.00496,0.00114
6.00E-04,0.00014
8.00E-04,0.00018
0.00128,0.00029
0.00062,0.00014
3.00E-05,1.00E-05
0.00531,0.00122
0.00175,4.00E-04
0.00144,0.00033
0.00846,0.00195
0.00085,2.00E-04
0.00525,0.00121
0.01631,0.00375
2.00E-05,0
0.00045,1.00E-04
0.00052,0.00012
0.00043,1.00E-04
0.00233,0.00054
0.04099,0.00944
0,0
0.00039,9.00E-05
0.00274,0.00063
0.00248,0.00057
0.01271,0.00293
0.00233,0.00054
0.00706,0.00163
0.00559,0.00129
0.00321,0.00074
0.00123,0.00028
1.00E-05,0
0,0
0.00841,0.00194
0.01838,0.00423
0.00036,8.00E-05
1.00E-05,0
0.00613,0.00141
0.01968,0.00453
0.00084,0.00019
0.00063,0.00015
0.00029,7.00E-05
0.00729,0.00168
0.00175,4.00E-04
0.01253,0.00288
0.00408,0.00094
0.00183,0.00042
0.0013,3.00E-04
0.01367,0.00315
0.00204,0.00047
0.00104,0.00024
0.00023,5.00E-05
0.00175,4.00E-04
0.00292,0.00067
0.00034,8.00E-05
0.00438,0.00101
0.00263,6.00E-04
0.00288,0.00066
0.00363,0.00084
0.0016,0.00037
0.00086,2.00E-04
0.00146,0.00034
0.01416,0.00326
0.00175,4.00E-04
0.00759,0.00175
0.00033,8.00E-05
0.00325,0.00075
0.00527,0.00121
0.00204,0.00047
0.00447,0.00103
0.0016,0.00037
0.0102,0.00235
0.00354,0.00081
0.00023,5.00E-05
0,0
0.00034,8.00E-05
0.00963,0.00222
0.0052,0.0012
2.00E-05,0
0.00176,0.00041
0.00217,5.00E-04
0.00026,6.00E-05
0.00408,0.00094
0.00321,0.00074
0.00012,3.00E-05
0.02116,0.00487
0.02725,0.00627
0.00103,0.00024
0.00546,0.00126
0.00363,0.00084
0.00292,0.00067
0,0
0.0129,0.00297
0.02266,0.00522
0.00026,6.00E-05
0.00068,0.00016
0.00175,4.00E-04
0.00204,0.00047
0.00204,0.00047
0.00036,8.00E-05
0.00015,4.00E-05
0.00832,0.00192
0.00026,6.00E-05
0.0379,0.00873
0.00175,4.00E-04
0.00368,0.00085
0.00788,0.00181
1.00E-05,0
0.00204,0.00047
0.00263,6.00E-04
0.00134,0.00031
0.00292,0.00067
0.00341,0.00078
0.00583,0.00134
0.02278,0.00524
0.00292,0.00067
0.00033,8.00E-05
0.00738,0.0017
0,0
0.13354,0.03075
0.00233,0.00054
0.00658,0.00151
0.0035,0.00081
0.00263,6.00E-04
0.00299,0.00069
0.00608,0.0014
0.00063,0.00015
0.00292,0.00067
0.08374,0.01928
0.00175,4.00E-04
0.00959,0.00221
0.00438,0.00101
0.00066,0.00015
0.0143,0.00329
3.00E-05,1.00E-05
0.00613,0.00141
0.00268,0.00062
0.07138,0.01643
0.07138,0.01643
0.00145,0.00033
0.00085,2.00E-04
0.00106,0.00024
0.00204,0.00047
0.00016,4.00E-05
0.00263,6.00E-04
0.00156,0.00036
4.00E-04,9.00E-05
0.02371,0.00546
0.00263,6.00E-04
0.00642,0.00148
0.01948,0.00449
0.00204,0.00047
0.00692,0.00159
0.00321,0.00074
0.00259,6.00E-04
0.00233,0.00054
0.0251,0.00578
0.00438,0.00101
0.00233,0.00054
0.00192,0.00044
0.00175,4.00E-04
0.0013,3.00E-04
0.00271,0.00062
0.00321,0.00074
0.00408,0.00094
0.00156,0.00036
0.03682,0.00848
0.0088,0.00203
0.00438,0.00101
0.00317,0.00073
0.00641,0.00148
0.00033,8.00E-05
0.00321,0.00074
0.00043,1.00E-04
0.02281,0.00525
0.00763,0.00176
0.00263,6.00E-04
6.00E-05,1.00E-05
0,0
0.0032,0.00074
0.00096,0.00022
0.00175,4.00E-04
0.03353,0.00772
0.00217,5.00E-04
0.00237,0.00055
0.00181,0.00042
0.00292,0.00067
0.00671,0.00154
0.00039,9.00E-05
0.00067,0.00015
0.00263,6.00E-04
0.00687,0.00158
0.00287,0.00066
0.02301,0.0053
0.00043,1.00E-04
0.00183,0.00042
0.00292,0.00067
0.00263,6.00E-04
0.01359,0.00313
0.0018,0.00041
0.02039,0.00469
0.00051,0.00012
0.00204,0.00047
0.00419,0.00096
0.00011,3.00E-05
0.00175,4.00E-04
0.00829,0.00191
0.00067,0.00015
0.00026,6.00E-05
0.00083,0.00019
0.00317,0.00073
0.0058,0.00134
0.00492,0.00113
0.0017,0.00039
0.00315,0.00072
0.01079,0.00249
0.0131,0.00302
0.00067,0.00015
0.00527,0.00121
0.00085,2.00E-04
0.00204,0.00047
0.00141,0.00033
0.00438,0.00101
1.00E-05,0
0.00044,1.00E-04
0.00019,4.00E-05
0.00777,0.00179
0.00046,0.00011
0.01088,0.0025
0.00175,4.00E-04
0.0016,0.00037
0.01225,0.00282
0.00233,0.00054
0.00572,0.00132
0.00214,0.00049
0.00438,0.00101
0.00905,0.00208
0.07235,0.01666
0.00418,0.00096
0.00132,3.00E-04
0.00438,0.00101
0.01905,0.00439
0.00175,4.00E-04
0.15048,0.03465
9.00E-05,2.00E-05
0.00321,0.00074
0.00717,0.00165
0.05828,0.01342
0.0035,0.00081
0.0016,0.00037
0.00175,4.00E-04
0.00068,0.00016
0.00085,0.00019
0.00175,4.00E-04
0.01371,0.00316
0.03446,0.00793
0.0116,0.00267
0.00788,0.00181
0.00175,4.00E-04
0.01213,0.00279
0.00272,0.00063
7.00E-04,0.00016
0.00263,6.00E-04
0.00018,4.00E-05
0.006,0.00138
0.00156,0.00036
0.00162,0.00037
0.00233,0.00054
0,0
0.0026,6.00E-04
0.00408,0.00094
0.00028,6.00E-05
0,0
1.00E-05,0
0.0035,0.00081
0.00174,4.00E-04
0.00319,0.00073
0.00025,6.00E-05
0.00061,0.00014
0.00148,0.00034
0.00155,0.00036
0.00063,0.00015
0.00571,0.00131
0.01601,0.00369
0.00036,8.00E-05
0.00414,0.00095
0.00036,8.00E-05
0.00026,6.00E-05
0.00793,0.00183
0.00048,0.00011
0.00106,0.00024
0.00525,0.00121
0.01354,0.00312
0.00222,0.00051
0.00137,0.00032
1.00E-04,2.00E-05
0.00512,0.00118
0.00043,1.00E-04
0.00026,6.00E-05
0.00642,0.00148
0.01281,0.00295
0.08345,0.01921
0.03189,0.00734
0.02386,0.00549
0.00175,4.00E-04
0.00011,3.00E-05
0.00021,5.00E-05
0.00263,6.00E-04
0.00134,0.00031
0.00365,0.00084
0.00211,0.00049
0.00175,4.00E-04
0.00175,4.00E-04
0.00318,0.00073
0.00245,0.00056
0.00263,6.00E-04
0.00978,0.00225
0.0015,0.00035
0.00601,0.00138
0.00241,0.00056
0.00674,0.00155
0.00423,0.00097
0.00043,1.00E-04
0.00706,0.00163
0.00554,0.00128
0,0
0.00111,0.00026
0.00263,6.00E-04
0.00148,0.00034
0.00285,0.00066
0.00212,0.00049
0.00192,0.00044
0.00275,0.00063
0.01227,0.00282
0.00554,0.00128
0.00119,0.00028
0.00463,0.00107
0.00014,3.00E-05
0.00068,0.00016
0.00033,8.00E-05
0.00877,0.00202
0.00175,4.00E-04
0.00175,4.00E-04
0.00175,4.00E-04
0.00208,0.00048
0.00132,3.00E-04
0.00132,3.00E-04
0.01791,0.00412
0.00043,1.00E-04
0.00292,0.00067
0.00043,1.00E-04
0.07095,0.01634
0.0044,0.00101
0.00175,4.00E-04
0.00204,0.00047
0.00192,0.00044
0.00114,0.00026
0.00798,0.00184
0.00217,5.00E-04
0.00709,0.00163
0.00293,0.00067
0.00087,2.00E-04
0.00027,6.00E-05
0.00263,6.00E-04
0.00239,0.00055
0.00548,0.00126
0,0
0.00485,0.00112
0.0017,0.00039
0.00175,4.00E-04
0,0
0.00596,0.00137
0,0
0.00086,2.00E-04
0,0
0.00155,0.00036
0.00076,0.00018
0.00379,0.00087
0.00112,0.00026
0.00233,0.00054
8.00E-05,2.00E-05
2.00E-05,0
0.00204,0.00047
0.00011,3.00E-05
0.00263,6.00E-04
5.00E-05,1.00E-05
0.00157,0.00036
0.0116,0.00267
0.00263,6.00E-04
0.0026,6.00E-04
0.00175,4.00E-04
0.02772,0.00638
1.26078,0.29027
0.00046,0.00011
0.02684,0.00618
0.00705,0.00162
0.00139,0.00032
0.02702,0.00622
0.00328,0.00076
0.00557,0.00128
0.00404,0.00093
0.00292,0.00067
0.00263,6.00E-04
0.00015,4.00E-05
0.00175,4.00E-04
0.00379,0.00087
0.00077,0.00018
0.00881,0.00203
0.00734,0.00169
0.00175,4.00E-04
0.0122,0.00281
0.00026,6.00E-05
0.00576,0.00133
0.00936,0.00216
8.00E-04,0.00018
9.00E-05,2.00E-05
0.00175,4.00E-04
0.00321,0.00074
0.0012,0.00028
0.00189,0.00044
0.01143,0.00263
0.00233,0.00054
0.00201,0.00046
0,0
0.02382,0.00548
0.00011,3.00E-05
0.00204,0.00047
0.01375,0.00317
0.00026,6.00E-05
0.00341,0.00079
0.02826,0.00651
2.00E-05,0
0.00021,5.00E-05
0.00326,0.00075
0.02995,0.0069
0.00175,4.00E-04
0.00156,0.00036
0.01205,0.00278
0.00204,0.00047
0.01299,0.00299
0.03247,0.00748
0.00011,3.00E-05
0.00175,4.00E-04
0.00288,0.00066
0.00233,0.00054
0.00014,3.00E-05
0.00788,0.00181
